Unnamed: 0,fb_username,ig_username,brand,cat_1,cat_2,cat_3,cat_4,country,brandID,fb_likes,fb_followers,fb_posts_num,fb_avg_comments_num,fb_avg_likes_num,fb_avg_shares_num,ig_followings,ig_followers,ig_posts,ig_posts_num,ig_avg_comments_num,ig_avg_likes_num,fb_likes_growth,fb_followers_growth,fb_avg_comments_num_growth,fb_avg_likes_num_growth,fb_avg_shares_num_growth,ig_followers_growth,ig_avg_comments_num_growth,ig_avg_likes_num_growth
23.0,kizingokids,kizingokids,Kizingo,Kids,Feeding,Parenting,,,24,1613.7174166756772,1695.7159855818038,,,,,2680.8177508088515,7170.93752593443,1447.6046458532517,,62.307557387561204,3.5835629844357784,22.322151962958213,-0.15395260644598963,-0.14624980870305682,,,,2.733338316567427,0.008195587337426456,0.052047419244388264
24.0,,lovi_finland,LOVI,Wooden,Design,Décor,M&O Paris Sep 2018,,25,,,,,,,603.9304657810409,8227.940392826924,247.924839463036,,16.203144897436427,11.993716894139268,370.5249471845515,,,,,,12.605723079858445,0.053883336787084755,0.8405817898891143
25.0,nauclothingjapan,,nau,Clothing,Accessories,Glamping,,,26,31554.127432461617,31563.127233831932,,,,,,,,,,,,-1.3100565241102593,-1.310056475401517,,,,,,
26.0,Onway,,onway,Design,Stool,Glamping,,,27,997.926940301924,1117.0352233528156,1.6323075584030946,,14.475569555671413,0.9943194872762408,,,,,,,,0.3347945948165845,0.35646271085219605,,-0.07857806102167351,-0.0016067270671300995,,,
27.0,Esbit,,Esbit,Lifestyle,Glamping,Cookware,,,28,7091.475591094792,7225.815555734377,20.0991760270777,5.8826123222102265,19.841190143832033,0.9594181039687992,,,,,,,,1.0488704607079928,1.117976401192281,0.023106588246566587,-0.016847844153014924,-0.003389389996374069,,,
28.0,uniflametw,,Uniflame,Lifestyle,Glamping,,,,29,3780.3170931362292,3882.245396559245,16.640182219475573,3.2845236568055727,39.88007163135497,1.3851326470186165,,,,,,,,1.5779628142731907,1.640547370626927,-0.020086314528273336,-0.2569686168835355,0.00010161100810052908,,,
29.0,ujamstore,,Ujam Global Trading Limited,Lifestyle,Health,,,,30,317.77217683094534,323.826225982014,,,,,,,,,,,,-0.12131909807323449,-0.09213019749077259,,,,,,
30.0,,kinetic_sculpture_didierlegros,DIDIER LEGROS,Tech,Décor,Art,M&O Paris Sep 2018,,31,,,,,,,-734.2559787237456,5267.31037425044,52.86868699480285,,,,,,,,,,-0.5938426016294363,,
31.0,CultiMilano,culti_milano,CULTI MILANO,Home,Fragrance,Lifestyle,M&O Paris Sep 2018,,32,25583.667040999902,25778.65685973304,19.298613148793425,1.0,18.11435728685096,1.6779311981927418,-287.37300005878205,13379.692764521284,801.3908181779802,,23.06655345633489,1.0621361085143075,135.8074809442056,0.3021861825649694,0.4590306566766342,0.0,-0.09370137528112277,-0.003904157740099887,14.853973710967907,0.007220816429027239,0.17021566924490658
32.0,CHRITIFF,,CHRITIFF,Fashion,Lifestyle,Scarves,,,33,1296.6929978735868,1294.6901589507252,,,,,,,,,,,,-0.22458632800136558,-0.22458632800136558,,,,,,
33.0,masduroseau,,MAS DU ROSEAU EN PROVENCE,Décor,Design,Lifestyle,M&O Paris Sep 2018,,34,3383.641671734113,3510.046578617807,2.6251934879581085,,9.249613997202207,2.5092982987052115,,,,,,,,1.19747880891386,1.3173226088869054,,-0.07971345487731146,0.0010739793133765375,,,
34.0,,sokpsul,SOKPSUL,Accessories,Bags,Pillows,M&O Paris Sep 2018,,35,,,,,,,3802.749201564629,-26.62321591299224,55.21853223323878,,1.0,-0.01592709405432324,25.91052751928241,,,,,,-3.013748130854669,-0.020172928170628397,0.10738272279772293
35.0,NODATE,,NODATE mug,Mugs,Design,Glamping,,,36,2711.462460466738,2718.5930612195843,,,,,,,,,,,,-0.1394888742785707,-0.12350206105689102,,,,,,
36.0,forge,,FORGE DE LAGUIOLE,Design,Lifestyle,Kitchen,M&O Paris Sep 2018,,37,4430.167727152232,4591.97382732565,18.95892524403489,4.215256144617554,65.9837540429037,7.220374697333312,,,,,,,,1.2841656329888123,1.4379735003143905,0.004186597308857472,0.04731475049792687,-0.01875257057314903,,,
37.0,3M,3M,3M,Tech,Gadget,Glamping,,,38,4716411.9366605785,4724557.544075449,,,,,388.7494720809945,142188.1249689716,777.5200823731078,,16.329169553643506,18.660524306441935,1054.9828817073046,202.66582564732184,208.01324479366014,,,,122.00810353389306,0.07832205249651168,1.7987020228261141
38.0,WillownOak,willownoak,Willow N Oak,Kids,Toy,Siblings,,,39,1153.2074357646304,1161.8960282204844,26.34423767632956,-1.990235350893344,2.8826554214848,3.6563290044717522,2371.584136995875,20880.13340068513,670.1700883911118,,40.16241509471026,3.739237412437924,75.72386455047803,0.0856502966376606,0.06216534705145363,-0.06773468306864051,-0.016898167703256108,0.017120671575206515,48.945370756973894,-0.05955005724937102,0.200911891303775
39.0,gautierstudiodeco,gautierstudio,Gautier Studio,Kids,Toy,Home,,,40,6388.287487094858,6431.016470071333,8.130908493465862,7.69236013363393,-50.658459607379214,3.2374207361070924,944.4766312354222,7059.307099354986,269.8406316139328,,49.659022692222784,0.3321327960979114,2.195078174105042,1.0744456609865192,1.1543452879394798,0.07885328020548468,-0.8572275052343958,0.012390879866263027,0.355873255843684,-0.006731379057651891,-0.19392264818007018
40.0,,tellmemoregbg,TELL ME MORE,Décor,Home,Candles,M&O Paris Sep 2018,,41,,,,,,,550.3175111644445,27264.749553143443,986.2241881519127,,31.807739090453573,11.739528409181574,533.7907494341696,,,,,,9.469713445298728,0.04308575819061699,0.3900328852884667
41.0,,inhabitantjp,inhabitant,Clothing,Bags,Glamping,,,42,,,,,,,5.0,667.6909964494538,686.0,,,,,,,,,,-0.0853922799367538,,
42.0,,made_by_cora,Made by Cora,Kids,Toy,Siblings,,,43,,,,,,,706.939116338896,1287.000749032219,296.9935804878748,,5.145494231017222,6.60940854251591,226.97492740522938,,,,,,0.3120101313673094,-0.04354215809413879,0.3800343575186075
43.0,,thingsremembered,Things Remembered,Lifestyle,Bottles Aug,Gifts,,,44,,,,,,,1922.0326011588888,18824.916270275546,1805.714917586761,,61.85922082527119,2.0698866075972777,65.5349680848377,,,,,,3.1930660398841906,-0.01945292771639593,0.032634716867502266
44.0,MUSEDESIGNCOMPANYLIMITED,,MUSE DESIGN,Décor,Accessories,Furniture,M&O Paris Sep 2018,,45,8971.8162399096,8874.456389917132,,,,,,,,,,,,-1.9708568285966508,-1.947450754881801,,,,,,
45.0,TwoToneStudiosGlass,twotonestudiosglass,Two Stone Studio,Lifestyle,Bottles Aug,Glassware,,,46,1505.9088536508343,1590.6974221391283,0.8495602864776951,2.0,57.59130407405444,1.0,886.0764736102029,5543.484579687342,191.10553659040824,,26.411425966326572,8.271642483871213,378.98202970153915,0.5074023312916787,0.5427429577867647,-0.007922897803881194,0.16474509568006865,-2.250054849578759e-21,7.6215320603154515,-0.08371591493967338,-0.04958706935511695
46.0,Mora,,MORA DESIGN,Décor,Design,Creative,M&O Paris Sep 2018,,47,99.0,97.0,,,,,,,,,,,,-2.028267416485158e-20,4.889310591609889e-08,,,,,,
47.0,,fokobu,FOKOBU,Décor,Design,Innovation,M&O Paris Sep 2018,,48,,,,,,,1162.9229243311067,644.0796077126569,93.52038075763241,,23.17411286328105,1.1085522731327675,53.56585645424042,,,,,,2.6486066928717094,-8.14274385289972e-05,0.14715708603542688
48.0,L,,LEO ATLANTE,Accessories,Scarves,Lifestyle,M&O Paris Sep 2018,,49,1222.026558362016,1299.3546487665221,,,,,,,,,,,,0.04786746587160151,0.05972126993546718,,,,,,
49.0,,silviakceramics,Silviakceramics,Lifestyle,Bottles Aug,Design,,,50,,,,,,,557.4711651989138,4462.290998187554,266.7432711470201,,17.992410257257927,4.910261578388965,188.49978771328801,,,,,,5.763384639332047,-0.015820870567576646,-0.07115091843784613
50.0,LesJouetsLibres,lesjouetslibres,LES JOUETS LIBRES,Toy,Game,Creative,M&O Paris Sep 2018,,51,4829.148864822065,5212.048328562522,,,,,388.44626809388376,2686.6032360510667,341.0557134962941,,17.56575143446997,7.5260170236042025,40.069940677893634,-0.4413506504301136,-0.4023400756080254,,,,0.9468566793863714,0.047796357508052154,0.06122340485105322
51.0,AnonymCraftsmanDesign,anonymcraftsmandesign,ANONYM CRAFTSMAN DESIGN,Bags,Fashion,Glamping,,,52,1894.9212280692034,1897.9471244520776,27.300125658697013,,2.1229986590534358,,232.3409912984504,1615.9881472690804,634.7046455571359,,28.790641809053106,0.08062888179263238,19.716283634015287,-0.0021223629573754593,0.005483723129021539,,0.0030060593571662308,,0.9088267901894385,-0.00021325027820461032,-0.0014064891994026323
52.0,vvrapworkshop,,VV Rap,Kids,Design,Fashion,,,53,1266.2529722189865,1258.2832863700944,,,,,,,,,,,,-0.2118209579644237,-0.20053677100747772,,,,,,
53.0,carapauportugueseproducts,carapaupp,CARAPAU PORTUGUESE PRODUCTS,Toy,Kids,Cushions,M&O Paris Sep 2018,,54,2281.410146542733,2330.794434564926,,,,,1006.3368094196708,1913.2684092408279,248.73344139954628,,10.909690053596472,1.8943845182722536,116.2279862765974,0.2503369556693161,0.24681487500871696,,,,1.8302415700647234,-0.023229165843927473,0.10872586917058084
54.0,Pinettihandmadeinitaly,,PINETTI,Design,Home,Accessories,M&O Paris Sep 2018,,55,3271.7821039110217,3385.385043623412,5.735816170540026,,20.39398683385405,3.7521985614280458,,,,,,,,0.20654082929659523,0.25527349831664026,,-0.04241249091570079,0.00836849032990527,,,
55.0,cocokara,,極SONS (COCOPAN),Family,Home,Glamping,,,56,626.0109896234047,613.0145353089015,,,,,,,,,,,,0.050852328755497306,0.0508029304865715,,,,,,
56.0,tarapokyworks,,Tara Poky Works,Lifestyle,Glamping,Outdoor,,,57,3553.3226211934557,3681.030798849229,-3.8912310546707127,19.132830567531304,140.23528912893377,1.0,,,,,,,,0.5613549725724549,0.6529542334357892,0.09567239723957319,0.5414629664652644,-6.882029428486168e-05,,,
57.0,opossumdesign,opossumdesign,OPOSSUM DESIGN,Furniture,Design,Accessories,M&O Paris Sep 2018,,58,29.956416725024496,35.96928310256306,,,,,15.942781499200676,55.18938143350524,38.0,,,,,0.013388963522363028,0.013389041520240504,,,,0.09379088332819116,,
58.0,wittidesign,wittidesign,Witti Design,Lifestyle,Tech,Gadget,Sino Project,,59,10545.3772673156,10518.98314489075,1.0,,,1.33085501858736,511.59420168651565,2026.8292179412656,322.0,,3.1093750000000013,0.0,12.44140625,-1.4014256599996173,-1.34632223880727,,,-0.0036501287947318037,-0.5027045184257192,-1.563384028407687e-05,-0.04177840005692107
59.0,podevache,podevache,PÔDEVACHE,Home,Décor,Design,M&O Paris Sep 2018,,60,2161.2986288888596,2297.164665332778,14.512145502131775,5.701936961880157,39.19430394949886,7.248234616390325,1458.039329470158,4936.691597732446,238.6083077502087,,7.994601382651539,12.460000889730727,137.42981566262492,1.5487861493383457,1.7146217845334162,0.017566548037523912,0.058202154856116746,0.027982172290476462,5.393566627756196,0.05218781787927818,0.01136299381618329
60.0,Didymos,didymos_babywearing,Didymos,Kids,Design,Siblings,,,61,106801.76963439153,105400.02721555592,72.44738709195063,63.597067937874726,73.77779217470908,9.02585946641095,1135.3253411671294,38237.74086843658,2979.9838275532666,,111.20954479804516,21.739137972646507,231.62497023211154,10.474637759792742,14.562292267662766,-3.232866615039627,-1.5154064948635666,-0.07869596418648298,23.797098188730367,-0.7380239523792705,0.31643185463520634
61.0,Lacorne,,LACORNE DECORATION,Décor,Art,Paintings,M&O Paris Sep 2018,,62,111.22594228803172,123.39888417663308,,,,,,,,,,,,0.03853721519979732,0.08560185596043557,,,,,,
62.0,pamplemoussepeluches,pamplemousse_peluches,PAMPLEMOUSSE PELUCHES,Kids,Toy,Handmade,M&O Paris Sep 2018,,63,856.8593503577838,903.6840863710244,,,,,743.9701834373068,2193.4371802197047,68.33737554263661,,29.031281662474914,0.012898323782438492,40.34319892637247,0.5665851262794503,0.6478074490270529,,,,0.5970000539044368,-0.011097724668362141,-0.06560362185527062
63.0,WILDTHINGSJAPAN,wildthings_jp,WILDTHINGS,Lifestyle,Accessories,Glamping,,,64,473.1241624476151,522.7248794334866,7.8596717605682755,,7.541268924970223,,9.27465815982689,10332.811878504768,257.47881072009807,,4.196505687104387,0.714409608900373,219.5558514895553,0.830632043085949,0.9056230827865245,,0.012388900447533654,,15.301696059587634,-0.0005739250649575041,0.6267769040368695
64.0,monoraloutdoor,,MONORAL,Lifestyle,Accessories,Glamping,,,65,845.7926693990602,921.8750881273038,1.5791016949510401,3.2950355302720222,14.155201908999373,2.0078740157480306,,,,,,,,0.22152011889425682,0.25808572237347444,-0.00479715976080432,-0.07647583665288536,0.0077298782042967895,,,
65.0,COTTYBAG,,COTTYBAG,Sports,Bags,Glamping,,,66,94.0,96.0,,,,,,,,,,,,6.0902892287617065e-05,6.0902892287617065e-05,,,,,,
66.0,ZaramellaArgenti,zaramellaargenti,ZARAMELLA ARGENTI,Décor,Tableware,Luxury,M&O Paris Sep 2018,,67,761.3151541976904,791.5257883266023,6.271414907449628,2.211551512970201,3.0543942213997664,2.0463154658621785,,,,,,,,0.010875869058706533,0.0896454427740018,0.009208384039154322,0.010217038399635048,-0.0027932009954837332,,,
67.0,ohleafsg,ohleafsg,Oh!eaf,Lifestyle,Bottles Aug,Teaware,,,68,436.3857532241723,464.0186460640497,26.65604911270248,,1.8776298464523808,0.9999999999999992,588.7451315644896,3660.2998630642387,1227.567504547197,,26.062704846478013,1.0515244334635316,56.26613546544217,0.15586919294597495,0.18750089353165322,,0.007214965317198262,-3.1781149177797246e-18,0.8148975446791273,-0.007440218684171822,-0.06186904327612243
68.0,DakineJapan,,DAKINE,Bags,Travel,Glamping,,,69,4265.54929387755,4106.3654208646785,,,,,,,,,,,,0.2634233502717314,0.3250790043088713,,,,,,
70.0,makkamoniketei,,MAKKAMON,Travel,Bags,Glamping,,,71,165.608913109443,161.607872106003,,,,,,,,,,,,0.03164805975357472,0.03164805975357472,,,,,,
71.0,soulsmania,,Soulsmania,Fashion,Clothing,Glamping,,,72,1784.3572049543088,1767.3994653877112,,,,,,,,,,,,-0.13653050817002,-0.11569662945787676,,,,,,
72.0,,noodoll,Noodoll,Kids,Design,Siblings,,,73,,,,,,,2114.541561139284,53285.58664958617,2934.966195467099,,109.8983818831755,-3.831744766607935,292.8587714290161,,,,,,1.7258473423881941,-0.19816814572650665,-0.08390004430273619
73.0,Designbite,,DESIGNBITE,Home,Furniture,Design,M&O Paris Sep 2018,,74,940.1079447387384,984.1429669007643,5.824264020069022,0.5468247833018867,177.66640572296464,1.9370624879611684,,,,,,,,0.24003696684146775,0.23367482297133335,-0.02079098812138683,1.4612955826860818,0.008186285103028872,,,
74.0,kidsdepot,kidsdepot,KIDSDEPOT,Kids,Décor,Accessories,M&O Paris Sep 2018,,75,2351.8280597921203,2436.405745296959,,,,,6725.953023288888,9640.971035041424,718.8581818402213,,200.9112867306337,1.0120350717249245,36.6984630529075,0.7974149765711026,0.8879917602447783,,,,11.050463653711338,-0.007876247041995516,-0.11550584467226305
75.0,TierraZenSL,,TIERRA ZEN,Décor,Design,Lifestyle,M&O Paris Sep 2018,,76,4403.5640213296665,4461.902414311129,,,,,,,,,,,,0.12257679088427387,0.23061163706350932,,,,,,
76.0,ciqitokyo,ciqi_tokyo,Ciqi,Accessories,Design,Eyewear,M&O Paris Sep 2018,,77,701.6494765501793,720.5105602697839,1.0,,,,423.27398520438635,2301.605469038583,283.26057905410664,,9.969869390165334,0.014987354196485291,71.08532410158979,0.08002039451467918,0.10991608853904286,,,,3.083171052485631,-0.007178093534745204,-0.059311327907611525
77.0,,kidobunkuk,Kid-O-Bunk,Lifestyle,Glamping,Kids,,,78,,,,,,,,,,,,,,,,,,,,,
78.0,nalgene,nalgene,Nalgene,Lifestyle,Bottles Aug,Glamping,,,79,124713.32278205773,125347.47839406435,104.23421425794271,4.4408002125758115,94.43883803174788,16.722960074082522,121.99794280503616,84512.08620749811,1552.184936140613,,90.98599251123794,29.819836985945567,1430.1634257128705,75.80098573933893,78.30876820947974,-0.02947202956057342,-0.10079890641403182,0.04688829572101697,61.42272212998868,0.032620952466997845,1.07579397074418
79.0,,kristel_adele,Kristel Adele,Lifestyle,Bottles Aug,Home,,,80,,,,,,,539.8129344633002,813.6428715107694,440.0,,1.0,7.070312499999997,69.59374999999999,,,,,,0.4431058937343975,0.006552410793378369,-0.16196790071105352
80.0,Matador,,matador,Travel,Bags,Glamping,,,81,47.0,53.0,,,,,,,,,,,,0.0002504120895047957,0.0006202019584226046,,,,,,
81.0,,siccups,Sic Cups,Lifestyle,Bottles Aug,Sustainability,,,82,,,,,,,1939.2355698834008,32452.918129420555,571.4171489842431,,11.399293185731613,23.3002698208956,322.27313406214256,,,,,,1.6718589685543044,0.10433716538767616,0.5336214445110322
82.0,AWishtoBeginAgain,beginagaintoys,Begin Again Toys,Kids,Toy,Siblings,,,83,4935.67404612399,4933.711749079172,,,,,102.56944907404232,1960.2697895591973,219.0,,-2.343678115413527,0.3846755706293162,13.561158956256481,-0.2717487201734599,-0.21733752045402702,,,,1.1778880502147322,0.016029002484473594,0.20109461184337946
83.0,,commonplaceshop,Common Place,Lifestyle,Bottles Aug,Home,,,84,,,,,,,897.2129926012999,5306.1693950153085,1248.8872638307412,,20.831894218788733,0.8666149802669685,57.306358223657284,,,,,,0.6544643597742582,-0.007285829204437289,-0.15740854745864136
84.0,proofdrinkware,proofexists,Proof Exists,Lifestyle,Bottles Aug,Sustainability,,,85,354.0967513368318,357.08710670611345,,,,,576.2663365862412,1106.6764033064514,153.0,,,,,0.09050280811269065,0.09050275558642397,,,,-0.10676716572372784,,
85.0,parca,,parca,Sports,Clothing,Glamping,,,86,83.0,85.0,,,,,,,,,,,,7.54191108433647e-08,1.0036457304546572e-07,,,,,,
86.0,thecrybabyclub,thecrybabyclub_,The Cry Baby Club,Lifestyle,Bottles Aug,Kids,,,87,2317.187816867164,2357.1911453431544,,,,,2059.3712204063445,35324.75064706574,2152.871204664784,,11.245034338395202,43.01655313167326,331.60201884012207,-0.07701869267938627,-0.0710201424174588,,,,5.433077716539397,0.03381848903351639,-1.1526021790743213
87.0,shazoosbali,shazoostoys,Shazoos Toys,Kids,Toy,Siblings,,,88,,,,,,,755.0327841273721,1231.7278040620013,176.006248475022,,-2.8348046598285324,0.24693560347330684,15.454601180153961,,,,,,0.0930209664853574,-0.008350130491202472,0.06252155218793026
88.0,,thisthat,This That,Lifestyle,Bottles Aug,Design,,,89,,,,,,,184.01090200246705,663.1085204179234,36.0,,,,,,,,,,0.01957244427779118,,
89.0,SY32bySWEETYEARS,sy32bysweetyears,SY32 by SWEET YEARS,Fashion,Clothing,Glamping,,,90,13275.126407611499,13289.959067338987,8.579900384369155,1.0,257.19628374420716,3.379354956939767,,,,,,,,1.4675239512675793,1.6800206657181942,-2.1600526555956116e-21,-0.0453650065716312,-0.005870863149868064,,,
90.0,michaelaraminc,michaelaram,MICHAEL ARAM,Design,Décor,Tableware,M&O Paris Sep 2018,,91,34202.39337891813,34951.02499251473,,,,,148.61305095346574,61305.11346625793,664.726844702787,,70.17507136145275,17.24375943859861,668.9854970050445,4.0259870582307915,4.637739870907647,,,,38.18929071084433,0.029674543756700485,-0.8508594050259549
91.0,Baby,,Baby Nap Cap,Kids,Design,Siblings,,,92,138.002487559635,151.0025110293417,,,,,,,,,,,,0.007150362922423248,0.007150752057404063,,,,,,
92.0,,metalbird,METALBIRD,Décor,Garden,Design,M&O Paris Sep 2018,,93,,,,,,,378.5500628974109,1775.8425155002578,302.39350373540753,,26.16862633626597,71.29140631235077,93.18014693636849,,,,,,1.0889809281087781,-0.06340749701962196,0.034425659598846796
93.0,,puckatorfrance,PUCKATOR LTD,Décor,Gifts,Design,M&O Paris Sep 2018,,94,,,,,,,279.28941875861216,307.90851069616286,396.3703469748999,,61.386528399931706,-0.024080640778598998,4.6095851538913095,,,,,,0.16426549722322054,0.002808839284828599,-0.0024704170944421277
94.0,,ironcraft_style,Ironcraft,Travel,Creative,Glamping,,,95,,,,,,,0.0630372492836677,62.34383954154728,4.601719197707732,,,,,,,,,,-2.833770630779227,,
95.0,beanplustaiwan,beanplus_coffee,Bean Plus,Lifestyle,Home,Coffee,,,96,541.8143409199887,559.8204804346582,,,,,690.1406483786743,2483.969868608733,265.9598600677,,39.73098664460839,2.4572714834580918,26.70242784688905,0.052216602039243054,0.05212898786800357,,,,-0.12190187305206054,0.006323166240561467,0.07336412371046183
96.0,Ramsa5,,ARNAUD SARASIN RAMSA5,Design,Lifestyle,Décor,M&O Paris Sep 2018,,97,87.99378439640799,92.99350786526657,,,,,,,,,,,,-0.017032956273701525,-0.01695843104034704,,,,,,
