fb_username,ig_username,brand,cat_1,cat_2,cat_3,cat_4,country,brandID,fb_likes,fb_followers,fb_posts_num,fb_avg_comments_num,fb_avg_likes_num,fb_avg_shares_num,ig_followings,ig_followers,ig_posts,ig_posts_num,ig_avg_comments_num,ig_avg_likes_num,fb_likes_growth,fb_followers_growth,fb_avg_comments_num_growth,fb_avg_likes_num_growth,fb_avg_shares_num_growth,ig_followers_growth,ig_avg_comments_num_growth,ig_avg_likes_num_growth
Onway,,onway,Design,Stool,Glamping,,,27,997.926940301924,1117.03522335282,1.63230755840309,,14.4755695556714,0.9943194872762411,,,,,,,0.33479459481658397,0.35646271085219605,,-0.07857806102167401,-0.0016067270671300002,,,
Esbit,,Esbit,Lifestyle,Glamping,Cookware,,,28,7091.47559109479,7225.81555573438,20.0991760270777,5.882612322210231,19.841190143831998,0.9594181039687991,,,,,,,1.04887046070799,1.1179764011922801,0.023106588246567004,-0.016847844153014997,-0.0033893899963740003,,,
uniflametw,,Uniflame,Lifestyle,Glamping,,,,29,3780.3170931362297,3882.24539655924,16.6401822194756,3.2845236568055696,39.880071631355,1.38513264701862,,,,,,,1.5779628142731899,1.64054737062693,-0.020086314528273,-0.256968616883535,0.000101611008101,,,
ujamstore,,Ujam Global Trading Limited,Lifestyle,Health,,,,30,317.772176830945,323.826225982014,,,,,,,,,,,-0.12131909807323402,-0.09213019749077302,,,,,,
,kinetic_sculpture_didierlegros,DIDIER LEGROS,Tech,Décor,Art,M&O Paris Sep 2018,,31,,,,,,,0.0,5267.31037425044,52.86868699480289,,,,,,,,,-0.593842601629436,,
CultiMilano,culti_milano,CULTI MILANO,Home,Fragrance,Lifestyle,M&O Paris Sep 2018,,32,25583.667040999902,25778.656859732997,19.2986131487934,1.0,18.114357286851,1.67793119819274,0.0,13379.692764521298,801.39081817798,23.066553456334898,1.0621361085143102,135.80748094420602,0.302186182564969,0.45903065667663395,0.0,-0.093701375281123,-0.0039041577401,14.853973710967901,0.007220816429027,0.17021566924490697
CHRITIFF,,CHRITIFF,Fashion,Lifestyle,Scarves,,,33,1296.69299787359,1294.6901589507302,,,,,,,,,,,-0.22458632800136605,-0.22458632800136605,,,,,,
masduroseau,,MAS DU ROSEAU EN PROVENCE,Décor,Design,Lifestyle,M&O Paris Sep 2018,,34,3383.6416717341103,3510.04657861781,2.62519348795811,,9.24961399720221,2.50929829870521,,,,,,,1.1974788089138602,1.3173226088869099,,-0.079713454877312,0.001073979313377,,,
,sokpsul,SOKPSUL,Accessories,Bags,Pillows,M&O Paris Sep 2018,,35,,,,,,,3802.7492015646294,0.0,55.21853223323879,1.0,0.0,25.910527519282397,,,,,,-3.01374813085467,-0.020172928170628004,0.107382722797723
NODATE,,NODATE mug,Mugs,Design,Glamping,,,36,2711.4624604667397,2718.5930612195802,,,,,,,,,,,-0.13948887427857098,-0.12350206105689099,,,,,,
forge,,FORGE DE LAGUIOLE,Design,Lifestyle,Kitchen,M&O Paris Sep 2018,,37,4430.167727152229,4591.97382732565,18.958925244034898,4.21525614461755,65.9837540429037,7.22037469733331,,,,,,,1.28416563298881,1.4379735003143899,0.004186597308857,0.04731475049792701,-0.018752570573148997,,,
3M,3M,3M,Tech,Gadget,Glamping,,,38,4716411.93666058,4724557.54407545,,,,,388.749472080995,142188.124968972,777.520082373108,16.3291695536435,18.6605243064419,1054.9828817073,202.665825647322,208.01324479366002,,,,122.00810353389299,0.07832205249651202,1.7987020228261101
WillownOak,willownoak,Willow N Oak,Kids,Toy,Siblings,,,39,1153.2074357646302,1161.89602822048,26.344237676329602,0.0,2.8826554214848,3.6563290044717505,2371.5841369958703,20880.1334006851,670.170088391112,40.1624150947103,3.73923741243792,75.723864550478,0.085650296637661,0.062165347051454004,-0.067734683068641,-0.016898167703256,0.017120671575206997,48.945370756973894,-0.05955005724937099,0.20091189130377501
gautierstudiodeco,gautierstudio,Gautier Studio,Kids,Toy,Home,,,40,6388.28748709486,6431.016470071329,8.13090849346586,7.69236013363393,0.0,3.23742073610709,944.476631235422,7059.30709935499,269.840631613933,49.6590226922228,0.332132796097911,2.1950781741050402,1.07444566098652,1.15434528793948,0.078853280205485,-0.8572275052343961,0.012390879866263001,0.35587325584368396,-0.0067313790576519995,-0.19392264818007
,tellmemoregbg,TELL ME MORE,Décor,Home,Candles,M&O Paris Sep 2018,,41,,,,,,,550.317511164444,27264.7495531434,986.224188151913,31.8077390904536,11.739528409181599,533.79074943417,,,,,,9.46971344529873,0.043085758190617,0.390032885288467
,inhabitantjp,inhabitant,Clothing,Bags,Glamping,,,42,,,,,,,5.0,667.690996449454,686.0,,,,,,,,,-0.085392279936754,,
,made_by_cora,Made by Cora,Kids,Toy,Siblings,,,43,,,,,,,706.939116338896,1287.0007490322198,296.99358048787497,5.14549423101722,6.60940854251591,226.974927405229,,,,,,0.31201013136730893,-0.043542158094139,0.3800343575186071
,thingsremembered,Things Remembered,Lifestyle,Bottles Aug,Gifts,,,44,,,,,,,1922.0326011588897,18824.916270275502,1805.7149175867603,61.85922082527121,2.06988660759728,65.5349680848377,,,,,,3.19306603988419,-0.019452927716396,0.032634716867502
MUSEDESIGNCOMPANYLIMITED,,MUSE DESIGN,Décor,Accessories,Furniture,M&O Paris Sep 2018,,45,8971.8162399096,8874.45638991713,,,,,,,,,,,-1.9708568285966497,-1.9474507548818,,,,,,
TwoToneStudiosGlass,twotonestudiosglass,Two Stone Studio,Lifestyle,Bottles Aug,Glassware,,,46,1505.90885365083,1590.69742213913,0.849560286477695,2.0,57.59130407405439,1.0,886.0764736102029,5543.48457968734,191.10553659040798,26.411425966326604,8.27164248387121,378.982029701539,0.5074023312916789,0.5427429577867651,-0.007922897803881,0.16474509568006898,-2.2500000000000002e-21,7.621532060315451,-0.08371591493967301,-0.04958706935511701
Mora,,MORA DESIGN,Décor,Design,Creative,M&O Paris Sep 2018,,47,99.0,97.0,,,,,,,,,,,-2.0299999999999997e-20,4.8899999999999995e-08,,,,,,
,fokobu,FOKOBU,Décor,Design,Innovation,M&O Paris Sep 2018,,48,,,,,,,1162.92292433111,644.079607712657,93.52038075763241,23.174112863281003,1.1085522731327702,53.5658564542404,,,,,,2.6486066928717102,-8.14e-05,0.14715708603542701
