brand,brandID,cat_1,cat_2,cat_3,cat_4,country,fb_avg_comments_num,fb_avg_comments_num_growth,fb_avg_comments_num_merged,fb_avg_likes_num,fb_avg_likes_num_growth,fb_avg_likes_num_merged,fb_avg_shares_num,fb_avg_shares_num_growth,fb_avg_shares_num_merged,fb_engagement,fb_followers,fb_followers_growth,fb_followers_merged,fb_likes,fb_likes_growth,fb_likes_merged,fb_score,fb_username,final_score,ig_avg_comments_num,ig_avg_comments_num_growth,ig_avg_comments_num_merged,ig_avg_likes_num,ig_avg_likes_num_growth,ig_avg_likes_num_merged,ig_engagement,ig_followers,ig_followers_growth,ig_followers_merged,ig_score,ig_username
MINIVIDUALS,2191.0,Home,Kids,Décor,M&O Paris Sep 2019,,0.230275423891174,0.363764365617671,0.2820214907098103,0.23875096106838659,0.5875888679450776,0.3395392597799779,0.2298495383569864,0.3611171160954801,0.2809045207610053,0.3136514910839944,0.2614137673549412,0.952214596652694,0.4102112515224315,0.26142213451575175,0.9553574455928326,0.41051244898456773,0.5366417856171777,minividuals,0.43296269245756747,0.23119985533369067,0.4842610292656044,0.3129761034320064,0.23189082265287117,0.39172708212402,0.2913255525004417,0.296452428263904,0.24363820981022585,0.2521217874265053,0.24780741199422024,0.29483720940515534,minividuals_coolkidsliving
MARCATO SRL,2192.0,Kitchen,Cookware,Lifestyle,M&O Paris Sep 2019,,0.23376350418383515,0.23895931573010434,0.23633285574244162,0.2525335970972396,0.39775853868832217,0.3089300608864406,0.2502729666253795,0.20316683493383156,0.22427306259368626,0.2717227924964419,0.2621798940360396,0.25020924050170923,0.256054735511739,0.26217985277732914,0.255132414388453,0.25860812932028476,0.29293308353653946,Marcatopastamachines,0.22538208205687035,0.23634230457601452,0.09934148679823203,0.1398851927510918,0.24796654812299537,0.07756787236093544,0.11817022314256755,0.12294140146371459,0.24545635609948444,0.687291451540325,0.3617270475291407,0.12563588020288818,marcatopasta
KATTVIKDESIGN,2193.0,Décor,Lifestyle,Glassware,M&O Paris Sep 2019,,0.23025032865387854,0.2829059577904272,0.25387661217497676,0.24263713837267784,0.014892152230282438,0.028061966799239786,0.22873298494478891,0.35155524772606145,0.27714599972251375,0.04368590540164969,0.26140949986051654,0.2068015538347197,0.2309210358519214,0.2614187919725234,0.20072304720053233,0.2270851590243391,0.08311948870249157,kattvikdesign,0.1419139125387648,0.2297705368500663,0.001857333948126993,0.0036848814169069427,0.23078392809468126,0.021538615094193417,0.039400095879950844,0.011510092471499955,0.2430073325007628,0.13939712568176568,0.17716594535114202,0.18267530687522263,kattvikdesign
Coconut Lane,2194.0,Lifestyle,Décor,Beauty,,,0.27148708240102465,0.002655446449206313,0.005259449615430037,0.24561998997064963,0.05660835409431838,0.09201084966347552,0.2644709286831183,0.018891032662569845,0.03526322960446993,0.019912626177521514,0.26235883132282956,0.37856171608453276,0.30992612053792284,0.26235510419289043,0.3979484425876908,0.31622972685071904,0.07223864826400234,coconutlaneuk,0.13438083917597346,0.8054806533284183,0.6335160656007388,0.7092232076718917,0.267227934098518,0.3033477094092552,0.28414455689203805,0.3342246111003306,0.2938956508387837,0.11870237047518364,0.1691045939377584,0.17577826251350714,coconutlaneuk
Rapid Slicer,2195.0,Kitchen,Design,Home,,,,,,,,,,,,,0.26162639762932455,0.27734829588256626,0.2692580427759434,0.2616357477398051,0.28552415233890494,0.27305847919124626,0.2756316554505453,rapidslicer,0.22849497564570573,0.2291576578346256,0.30386445351252084,0.2612757143981867,0.22838309910723123,0.09330539314895495,0.13248453310419694,0.15110575114934274,0.24187618120950605,0.2279510114366245,0.23470723283853445,0.16866267608530106,rapidslicer
Zensah,2196.0,Sports,Clothing,Lifestyle,,,0.2279460815250488,0.12290868382595757,0.15970455943786036,0.2430838907716072,0.7836644671784989,0.37106698299772684,0.23889099231309788,0.6152655253179748,0.34415564090499545,0.2898211714125331,0.2627194110298572,0.2201296770895174,0.23954622899009304,0.2627207254892821,0.2282397965783064,0.24426943612514704,0.27983215749925483,zensahsports,0.22626457382911083,0.24360095733499282,0.696378770036405,0.36094083757107825,0.24053588788621613,0.34769985692925753,0.28435638106495853,0.3002850053269419,0.2526738870401771,0.1010956438148938,0.14441169777282592,0.15519432454007628,zensah
CLOSCA,2197.0,Safety,Lifestyle,Design,,,,,,,,,,,,,0.26297674281876493,0.33802674632821095,0.29581582915995,0.2629586888816145,0.33431766520591394,0.29437540699837106,0.3027812430863317,closcadesign,0.2990984266200738,0.23694159567871997,0.3925512279510952,0.29551318409015154,0.24026283538940385,0.23086289344315641,0.23546909018237042,0.24807017686596478,0.25599340922716,0.3656265060616046,0.3011421400392085,0.29536969453263656,closcadesign
YUKO B.,2198.0,Kids,Lifestyle,Bags,M&O Paris Sep 2019,,0.2279460815250488,0.2800524688382433,0.2513269490530666,0.23974277154372964,0.38507340937190954,0.29550632403701904,0.23286379875471871,0.20817334187713532,0.21982745090141415,0.2676663782207139,0.2614299783815527,0.3375125007182786,0.29463893059946505,0.26143931713163365,0.36304493830286333,0.3039763450624012,0.3428780852100744,yuko,0.36993653661160136,0.23119412235999753,0.5357046555021275,0.3229937802697752,0.23044250797222496,0.376315633838535,0.2858441031944358,0.2943066476688938,0.2422693880417797,0.6491782340366327,0.35285530993600905,0.3951464297232689,yuko
NOOK LONDON,2199.0,Lighting,Home,Accessories,M&O Paris Sep 2019,,,,,,,,,,,,0.2614429271406854,0.11594225340549304,0.1606437330991595,0.26144947511229527,0.12371829462700389,0.16795841050725463,0.1510433404362269,nooklondonltd,0.18673131318533337,0.22864847553149412,0.3663640030263903,0.28156912266656137,0.22929391942954055,0.35573627137855546,0.2788511267596991,0.27952569441656067,0.24238272715576237,0.1539029931589448,0.18826531104716795,0.21661734916138217,nooklondon
Werkwaardig,2200.0,Design,Décor,Stool,,,0.22802042677507336,0.3327111352234739,0.27059270491598336,0.24042867971333481,0.10615224706040459,0.14727899106807177,0.23587063991730092,0.05085700165982258,0.08367294802688921,0.1388256880132282,0.26141284981621293,0.18704424764055716,0.2180621963382391,0.26142146713454356,0.1907060727581222,0.22053361909221772,0.14262744886279052,werkwaardigfurnituredesign,0.1607706228022528,0.2323261830136855,0.16438927483550986,0.19254068373327524,0.23132924310815206,0.26922263416552966,0.24884161269479446,0.23188985235607754,0.24345797680363462,0.13132212246342126,0.17061427918413516,0.17706438699902521,werkwaardig
PETERS PANTRY,2201.0,Kitchen,Cookware,Lifestyle,M&O Paris Sep 2019,,,,,,,,,,,,,,,,,,,,0.1931062041626454,0.22864847553149412,0.2838261884737305,0.25326686319763664,0.2306500332837076,0.00311783149448197,0.006152496098277684,0.00813743513411328,0.24342787088743498,0.16695674022299345,0.19806748451322279,0.047439688486512276,peters_pantry
ALIKINI,2202.0,Home,Décor,Lighting,M&O Paris Sep 2019,,,,,,,,,,,,0.2613829945264456,0.32665716305831605,0.2903972674736548,0.26139251965891036,0.34519885523619637,0.2975063684977849,0.29748616416037804,Alikini,0.22766200573045398,0.23720832633092256,0.30116976186258015,0.26538960897393854,0.230505052793204,0.4121689337467845,0.29566163816437474,0.28746414045093843,0.24236080128916052,0.06524124994036141,0.10280764740969874,0.12313391019362267,alikini_shop
Skinners,2203.0,Footware,Outdoor,Travel,,,0.30580859488479534,0.7783343751795707,0.43909585395377915,0.28052418465666573,0.8821798718808177,0.42568491593098723,0.30520274380151113,0.9721462670724299,0.4645585592678447,0.435636673020992,0.26223350856347993,0.5597046834443349,0.3571395618945136,0.2622181832095116,0.6041000256966644,0.36569936909211226,0.5965849508216932,skinnersoriginal,0.5133588320229039,0.2391503123847713,0.3292424304107325,0.2770564229789137,0.23828204983455226,0.45347675344504296,0.31240764801522547,0.30275023634108356,0.24803872053670636,0.6938170263427441,0.36543491521035026,0.4137160587708893,skinners_footwear
RODOL'F LE ROULEAU,2204.0,Lifestyle,Kitchen,Design,M&O Paris Sep 2019,,0.23633204823013235,0.10211325364137792,0.14260877164530264,0.2490759305723948,0.0549628297706187,0.09005376785883581,0.2577126800960843,0.12794061488993524,0.17099254270663747,0.10828644512961198,0.2614667059244148,0.3484400743502906,0.29875214179909343,0.2614711527881288,0.26681804920295393,0.2641175426142957,0.13913097081330608,RodolfLeRouleau,0.3071024995609378,0.23649413446566703,0.43445985565073003,0.30627199192711696,0.24639041710599238,0.38697445664071806,0.3010801568992647,0.3023615434557955,0.24322127353986614,0.7760774937414353,0.3703694391721493,0.4114200571601956,rodolf_travel
MOGICS ,2205.0,Lifestyle,Creative,Innovation,Sino Project,TW,,,,0.23756340106112248,0.32805970987064187,0.2755721218661332,0.23360322072365527,0.9596203480676139,0.3757391487123129,0.2895840394099051,0.26154872076310876,0.18260043415931643,0.21505797967126164,0.2615558256085523,0.1809709617154241,0.21392607479826053,0.24629707151133265,moving,0.2578679270126199,,,,,,,,,,,,
HMM,2206.0,Lifestyle,Design,Drinkware,M&O Paris Sep 2019,,,,,0.24295338112634968,0.33012042090575566,0.2799076564083233,,,,0.27541556763667485,0.2627599322905639,0.2427220799542219,0.25234384507954,0.26276426666727276,0.2582920684952999,0.2605089752645063,0.29104259602067883,HMMInternational,0.22047033172343505,0.23379423064119234,0.11958437729128497,0.15823333307637125,0.2377124328908303,0.06414542613405666,0.10102877794471143,0.11106702256085221,0.24363164165485215,0.2732152106746873,0.25757676573527627,0.11184159173593212,hmmproject
Training Mask,2207.0,Lifestyle,Sports,Design,,,0.24905087091177136,0.3598893504570568,0.2943827752475341,0.24400671657592693,0.4316386710879725,0.3117692706925295,0.25384773210326456,0.4682324023261263,0.32921479974428874,0.3113912716995337,0.325547588705927,1.0750628012713116e-06,2.150118502160067e-06,0.32767191890538555,4.1763657220345666e-07,8.352720798049497e-07,0.03580567742628505,ElevationTrainingMask,0.12541841990107455,0.23905332007172447,0.33598068798445563,0.2793479961791038,0.2923019868369507,0.44343285883887174,0.3523451592083556,0.3307386139218765,0.3021425360114285,0.11508155667788171,0.16667797470023235,0.17371676247561524,trainingmask
JARDIN SECRET BY CELINE COMIN,2208.0,Décor,Accessories,Art,M&O Paris Sep 2019,,0.23187314196853237,0.5299564597049762,0.3225988308891563,0.24061043929407946,0.4321939160430782,0.30912513325583807,0.2298495383569864,0.36778991103963615,0.2829008070004932,0.306008022507971,0.26144209996265266,0.45958944056414625,0.3332892438351946,0.26145162370055347,0.4405545590955085,0.32815581294577817,0.4372364512689314,celinejardinsecret,0.36297741145060386,,,,,,,,,,,,jardin_secret_bijoux
NOW'S HOME,2211.0,Lifestyle,Home,Décor,M&O Paris Sep 2018,,0.23492581622484385,0.5497147884972694,0.3291754074448522,0.2420671957580064,0.2261065955271138,0.23381483773962713,0.23701945627631857,0.3578306420152363,0.2851569645967776,0.25805918630635827,0.261616728548298,0.1739819481361523,0.20898405130285666,0.26162115532811614,0.17498186810306882,0.20970518314247238,0.2179308025715247,NowsHome,0.24476858748416036,,,,,,,,,,,,
W! EUROPE S.R.O,2212.0,Kitchen,Lifestyle,Home,M&O Paris Sep 2019,,,,,,,,,,,,0.26155738553815644,0.23646775255460822,0.2483805831935599,0.2615643124783594,0.2144935096561245,0.23570181929885603,0.2524776013549256,patisserieetcuisine,0.2608394403789906,,,,,,,,,,,,
Chatterbox,2213.0,Tech,Kids,Educational,,,,,,,,,,,,,0.26137984989480617,0.6020214562791772,0.36450321941948793,0.26138918928726296,0.47519529416228934,0.3372618226018069,0.3574338123474534,hichatterbox,0.313140436548525,0.23214146468203584,0.34419883634424076,0.2772765391159466,0.2306664450270784,0.3488319511965801,0.2777016351338418,0.2775952389787138,0.24189655962348292,0.21670708362218113,0.2286100372131732,0.2614477687691503,hellochatterbox
Briki Vroom Vroom #2,2216.0,Wooden,Kids,France,Sino Project,FR,,,,,,,,,,,,,,,,,,Briki,,,,,,,,,,,,,brikivroomvroom
Stereometric Design,2218.0,Home,Lighting,Vases,,,,,,,,,,,,,0.26139323530449715,0.18379176480348328,0.21582903293081773,0.26140276042689375,0.1917019998177506,0.22119137262940816,0.21450736080448646,stereometricdesign,0.19339664094745151,0.2356237285570366,0.30324890557408263,0.2651930466924402,0.23564398607562315,0.028428692193554515,0.05073641386389531,0.06359303741095854,0.24580689490884972,0.12069853130959213,0.1618995467946311,0.16967944371728952,stereometricdesign
BRAND & IRON,2219.0,Candles,,,,,,,,,,,,,,,0.26137920337842996,0.47032629488764144,0.3360191021578403,0.26138869134792564,0.3106569796162798,0.28390118300564726,0.33763943925653106,brandandiron,0.2672444151270027,0.23444794728735455,0.34064033652871895,0.2777397137444506,0.23697488443069673,0.4787134031105132,0.3170180519993692,0.30619250892650907,0.24617065620934767,0.12079617851394157,0.16206627803180765,0.1698197982912557,brand_iron
Iskn,2220.0,Tech,Gadget,,,,0.24697477153812983,0.0024375020311911406,0.004827360728178766,0.2479657363965978,1.4130495559675612e-08,2.8260989508879584e-08,0.2409128836325122,1.3243513424793621e-14,2.6487026849585785e-14,1.324347618819927e-13,0.2682302448321301,0.5241289207500415,0.3548573294614187,0.26807371323200685,0.46197920989916297,0.33927535473042947,0.08566817515980868,iskn,0.07203664691991586,0.23385602815027035,0.058810192629803984,0.09398500466846237,0.24506235178377248,0.027073341624563277,0.048759915952706484,0.05542780822177755,0.2772092724127457,0.6761087826140352,0.3932027149009336,0.05513184890530685,iskn
bakker made with love,2222.0,Bags,Accessories,Travel,,,,,,,,,,,,,,,,,,,,bakkeraccessoires,,,,,,,,,,,,,bakkermadewithlove
Acoustibox,2224.0,Gadget,Tech,,,,,,,0.23727990123015966,0.34254831990987583,0.2803583149332168,,,,0.275677181001127,0.26137723228850274,0.3669769352364873,0.3053036666364288,0.261386871927582,0.46590045543302083,0.3348889994198735,0.36127105965441225,acoustibox,0.260553445970076,0.22864847553149412,2.1930455613170995e-10,4.38609111842735e-10,0.22922639910770315,2.1939957126442696e-06,4.3879494268875375e-06,1.7539104970575756e-09,0.2461056339131317,0.010424966165854045,0.02000262663386355,0.07252184408811399,acoustibox
Tommaso Caldera,2226.0,Furniture,Lighting,,,,,,,,,,,,,,,,,,,,,tommasocaldera,,,,,,,,,,,,,tommasocaldera_studio
GLAMGLOW UK,2232.0,Skincare,,,,,0.2512964949257392,0.5349517486394552,0.34195688317958917,0.2721107921831538,0.739675336747854,0.39785807708878795,0.23453461394379785,0.4209734703237605,0.3012406794442043,0.3627307940228687,0.27924273684914913,0.9975980287118527,0.436345723486387,0.27909689429847684,0.9966601512265424,0.4360779411003034,0.6287758027313287,GLAMGLOWOfficial,0.4912630708843176,0.3599758410745975,0.35997117934919043,0.3599735101968014,0.2708720950638106,0.3814487291461015,0.31678834275566126,0.32658319541706826,0.304811451019641,0.19293229460315975,0.23629818830954724,0.2954992377806639,glamglowuk
puroBIO cosmetics,2233.0,Skincare,,,,,0.23585592777497905,0.456383030236037,0.3109927338569808,0.2581917022865823,0.5617914135143606,0.35378748315708,0.30222115814479916,0.1579486530295831,0.20746873735236063,0.30275178264506014,0.2658747354528887,0.38956717722614076,0.3160495787117907,0.26578803141792146,0.3432599163818606,0.2995966993055442,0.40053771166807567,puroBIOcosmetics,0.2882661691469717,0.2520282614002164,0.04811724640954579,0.08080684628236974,0.2755620745703598,0.0268271086404286,0.048894167662920464,0.054250381489833896,0.3335918303892203,0.372007045619289,0.35175371017549123,0.07592305368623196,purobio_cosmetics
BONIQ,2234.0,Gadget,Home,Japan,Sino Project,JP,,,,,,,,,,,,,,,,,,BONIQ,,,,,,,,,,,,,boniq
A Little Lovely Company,2238.0,Kids,Toy,Gifts,,,,,,,,,,,,,0.26576070823273806,0.13259606484294142,0.17692092357038713,0.2657223212833158,0.13462675091970805,0.17871070645606155,0.16911612998232206,alittlelovelycompany,0.15174505404060934,0.24536660923226492,0.25990087258593236,0.25242469835358566,0.25326831158509816,0.3325107443816623,0.287529688730375,0.2778688058808744,0.32228004595824705,0.06996934772293939,0.11497646631492565,0.1321092632307714,alittlelovelycompany
FOREO,2240.0,Skincare,Gadget,Electronic,,,0.2316080529502003,4.890638147337277e-58,9.781276294674554e-58,0.236715304201563,3.093865262018623e-16,6.187730524037239e-16,0.2279262497918173,0.0036480135771580005,0.007181092075905108,4.8906381473372774e-57,0.2914425224781659,0.9999944746844333,0.45134360066589546,0.2912104476002492,0.9999958595175644,0.4510653955811805,0.09951647173002315,FOREO,0.6824875416137023,0.9999915457438044,1.0,0.9999957728540334,0.6880264203030484,0.9869966989105463,0.8108303674293993,0.8510792241903022,0.5424482533188016,0.999223569559297,0.7031679141291243,0.960039041273967,foreo
Catalyst,2241.0,Gadget,Tech,USA,Sino Project,US,,,,,,,,,,,,,,,,,,CatalystCase,,,,,,,,,,,,,catalystcase
P.F. Candle Co,2242.0,Home,Candles,Fragrance,,,0.2345682615644237,0.47530630201174745,0.31411682765992566,0.24303233507706123,0.3804877416093692,0.2966089714478473,,,,0.2938387197996824,0.26196922451648463,0.7465947713381493,0.38784817637632013,0.2619482010709029,0.7654022358178731,0.39031616003458247,0.48964466081273333,PFcandleco,0.4424965116474373,0.2725161392834771,0.16641041956333985,0.20663832781087976,0.29914520809116796,0.37237589945754535,0.3317675786483971,0.2881460705715095,0.29791773511807296,0.4961529531503959,0.37229119839954355,0.38968504176820107,pfcandleco
Apotheke Fragrance,2246.0,Candles,Fragrance,,,,0.230275423891174,0.36434074776528164,0.28219454542837663,0.24471691558767641,0.17274538281700805,0.2025271140725183,0.2298495383569864,0.3717428841566288,0.2840625217780632,0.22855222710121045,0.26146909401933355,0.3612562570307931,0.3033675956033258,0.2614761058804406,0.3727529404257064,0.30735264455532374,0.30095773002375037,apothekefragrance,0.2604145132908991,0.23188404569450713,0.5303393278977896,0.32268028823168615,0.25033060662534284,0.11398235641590976,0.1566415435124102,0.1797667965312986,0.24992559206557874,0.849439474663632,0.3862168629039658,0.21226370910738157,apotheke_fragrance
SABON Japan,2248.0,Skincare,Fragrance,,,,,,,,,,,,,,0.29267456744109566,0.8304722865579157,0.43281627219937807,0.2926223696752633,0.8560551461401181,0.43615528638324347,0.3900385775294559,SabonJapan,0.4915606118979557,0.2334377970639207,0.31302100172211994,0.26743437287158933,0.41961733143075375,0.43540140316822307,0.4273636763862183,0.37178115973231096,0.3327951437269151,0.6789559049148459,0.4466577588700459,0.5754420721304481,sabon_japan
Emma Hardie,2250.0,Skincare,,,,,,,,,,,,,,,0.2618823975185354,0.2533008156856786,0.2575201334398741,0.26188642499190457,0.25072567801950285,0.2561845539130306,0.26277595113559954,emmahardieskincare,0.2352118766271181,0.22864847553149412,0.1487365774134533,0.18023178934073614,0.24240861416157178,0.17743563475394175,0.20489467908484918,0.1981171008445921,0.2599090026727987,0.27369883394292155,0.26662573553634716,0.20395600829022478,emmahardieskincare
Klistem,2251.0,Drinkware,Home,Tech,Sino Project,,,,,,,,,,,,0.26149785328242264,0.13686556233429012,0.1796854296135669,0.2615072610657269,0.13837879849973359,0.1809868572290538,0.1722598727162149,klistemlabs,0.17756517584518844,,,,,,,,0.24205423798198555,0.13977229030246632,0.17721385348561192,0.18271650061682668,klistem_korea
ION-Sei,2257.0,Electronic,Health,,,,,,,0.2378454252738659,0.34254831990987583,0.28075268385264796,,,,0.2759058347242056,0.2613887755529526,0.4429817804215272,0.3287771307148311,0.26139784309553227,0.46889067926658196,0.33566736558159566,0.392541315040877,ionsei,0.2844002397387476,0.23123386155892128,0.3797237132894599,0.28743396976853813,0.23082171922685793,0.2657714025869022,0.2470667005712133,0.2560568666195932,0.24247509127879757,0.026751734281491784,0.04818709427094793,0.08762595912680883,ion
Kit Cat Klock,2259.0,Home,Décor,,,,,,,,,,,,,,,,,,,,,KitCatKlockFans,,,,,,,,,,,,,kitcatklock
Re:CENO,2260.0,Home,Furniture,Accessories,,,,,,,,,,,,,0.266759908011848,0.13959056365695152,0.18327610531630426,0.2669293013746649,0.1378695460000753,0.18182572323667523,0.1763700908002634,receno,0.35720108375861803,0.2293055782467349,0.31795476571286235,0.26645015379910547,0.26904287252329623,0.5219880213822143,0.355073759514121,0.3278152211944007,0.27237585367868744,0.8649552019534286,0.4142908265086398,0.47336964366947887,receno
Airzai,2261.0,Smarthome,Fragrance,,,,,,,,,,,,,,,,,,,,,AirzaiHQ,,,,,,,,,,,,,airzaihq
Emaley Studio,2264.0,Design,Gadget,Thailand,Sino Project,TH,,,,,,,,,,,,,,,,,,emaleystudio,,,,,,,,,,,,,emaleystudio
Atelier Choux Paris,2267.0,Kids,Fashion,Design,France,,0.23233297613827997,1.6567978637647828e-06,3.313572097998947e-06,0.2421825221182019,0.24442120315307556,0.24329671297019678,0.23003806382335118,0.476895343663215,0.3103660976857777,1.6567006713584013e-05,0.26144890370561935,0.4556735127094248,0.3322594235476152,0.261455752064827,0.3950653703758675,0.3146650122768062,0.06838843305985513,atelierchoux,0.19622240685621958,,,,,,,,,,,,
Baghera,2269.0,Kids,Toy,,,,,,,,,,,,,,,,,,,,,baghera,,,,,,,,,,,,,baghera_officiel
Kitchen Safe,2271.0,Home,Kitchen,,Sino Project,,,,,,,,,,,,0.26332873895536335,0.13981858162804042,0.1826540765760709,0.2633516275042558,0.14543558494539496,0.18738696723357315,0.17565598979796482,kitchensafe,0.2493098526442147,,,,,,,,0.24190255943012487,0.4981995485032993,0.3256732945306561,0.30570537859033065,thekitchensafe
The LoveBox,2272.0,Tech,Gifts,,,,0.2279460815250488,0.04589836489835017,0.07641091549331341,0.23699764491145006,0.3075295004775353,0.2676956253554841,0.23286222788022023,0.5159193885279907,0.3208896575092557,0.1824136521232851,0.2621601646974862,0.8487722005232106,0.4005901112361745,0.2621582454743309,0.8473181163191932,0.40042571141176575,0.31531746656015053,LoveBox,0.4005310060206499,0.26443529422068984,0.4052047375589661,0.32002397978285835,0.23526961285437414,0.6243192368230139,0.341752560424709,0.3360484136137983,0.24630684287927138,0.9999392078174872,0.39525400174552466,0.4705582523449314,lovebox_love
Yamazaki Home,2273.0,Home,Kitchen,Accessories,,,,,,0.23890105782949878,0.4708396222905121,0.3169723449252618,0.2301587133310835,0.28377005173400377,0.25416810433143106,0.29210327046583634,0.2615722541327283,0.9993547735679762,0.41462110821297254,0.2615655892586256,0.9994889334753025,0.41462428012258545,0.5068852242031129,yamazakihome,0.5092460525705581,0.23705462288855308,0.4176511526491692,0.3024446711468299,0.26097144304032016,0.5041999663585386,0.34392762506597896,0.33252542637061744,0.2933134441315213,0.9999883958101776,0.4535832725326678,0.5115959866945314,yamazakihome
Welcomecompanions,2275.0,Fashion,Lifestyle,USA,Sino Project,US,,,,,,,,,,,,,,,,,,welcomecompanions,,,,,,,,,,,,,welcomecompanions
beeswrap,2278.0,Lifestyle,Eco-Friendly,USA,Sino Project,US,,,,,,,,,,,,,,,,,,Beeswrap,,,,,,,,,,,,,beeswrap
"Hallo,goobye.",2279.0,Lifestyle,Accessories,Hong Kong,Sino Project,HK,,,,,,,,,,,,,,,,,,hallogoobye,,,,,,,,,,,,,hallo_goobye
VonShef,2282.0,Kitchen,Cookware,Coffee,,,0.2319543611081923,0.4096886766008629,0.2962054277827407,0.23906848870391392,0.2578792059786997,0.24811783091525422,,,,0.2606155673483402,0.2628030541420036,0.17586157312825026,0.21071659601059187,0.26280080921097904,0.18066839890754352,0.21412896572095186,0.2227076174536245,VonShef,0.20288009213238684,0.23372424542706446,0.43818358385035355,0.3048457631579877,0.23202274032534512,0.5311713497848465,0.32296851811732,0.31823877925265043,0.24881575528186498,0.13506788856869553,0.1750896098174446,0.1808921797519771,vonshef_uk
First Alert,2283.0,Smarthome,Safety,Tech,,,0.24064173200560224,0.33316498332959166,0.27944391896918314,0.2951793013283561,0.6240900773210145,0.40079323268711153,0.440335961053782,0.9859131393591991,0.6087758577510447,0.3935045749367127,0.2654589244438228,0.13658201346587204,0.18036429116661762,0.26558741736059593,0.13843002020628714,0.18199843934051288,0.17303469605225524,FirstAlertSafety,0.36245973696015044,0.23541134267659916,0.36721271394926835,0.28689872927653226,0.23398242977725175,0.8073794479641403,0.36281836127244826,0.34030531760706534,0.24221297847212306,0.9830615344445587,0.38866435197837756,0.48250711476261826,firstalert
Vivaiodays,2285.0,Skincare,Eco-Friendly,,,,0.2345056414396381,0.90897890597605,0.37282651852666326,0.24043088176204547,0.41757720922277863,0.30515872978675074,0.23376144647913907,0.35658938635698495,0.28239767310383884,0.3114436687161526,0.26145385746837796,0.6009891657956741,0.36438566132588024,0.26146151022198116,0.6326048408380955,0.3699989757206517,0.4789038219308718,vivaiodays,0.41904859340034145,0.27771254602468265,0.692042190856084,0.3963657850176038,0.23136798920394602,0.5195565607389814,0.3201620102712908,0.33632725944819486,0.24585987633086087,0.3083416929517224,0.27357862084329243,0.3490767488699487,vivaiodays
pelacase,2288.0,Gadget,Eco-Friendly,USA,Sino Project,US,,,,,,,,,,,,,,,,,,PELACase,,,,,,,,,,,,,pelacase
Alpha-H,2293.0,Skincare,,,,,0.23523846075472116,0.4596703724066251,0.31121248054240075,0.24138092807127437,0.4732513868739074,0.31969967376413466,0.23160280072566797,0.4643383633247518,0.30905504943689194,0.31580180382110007,0.2627399273604602,0.48028888618313037,0.3396666852419146,0.26274856177713235,0.5064771607572389,0.3460002484666879,0.45682864406981866,alphahskincare,0.3987776365756705,0.30058464176801725,0.36619103853865,0.3301602184625979,0.25048123084346713,0.3775402108732083,0.30115766892903645,0.3079198871491764,0.2855630815848612,0.2652338562365758,0.275023305783545,0.3306883681399846,alphahskincare
Vapour Beauty,2294.0,Skincare,,,,,0.230275423891174,0.36434074776528164,0.28219454542837663,0.23974878574591915,0.38459450968271564,0.29536976652460195,0.2281741758835736,0.3587923450791473,0.2789499732199162,0.2892633425488168,0.2627581496997168,0.13656343374445995,0.17972058939484026,0.2627419095531299,0.13842094179866193,0.18131779873321335,0.1722999757937382,VapourBeauty,0.275455978834624,0.4637862705012863,0.8617775003344238,0.6030348470221727,0.25307384370205394,0.38816661728931556,0.30638995450274115,0.3493534390747215,0.2801813333440218,0.2567324182529125,0.2679448274319328,0.34937760502493415,vapourbeauty
Maaemo,2295.0,Skincare,,,,,,,,0.23693772902746477,0.3082192029740394,0.2679182954794478,,,,0.26832661027260124,0.2616236392495969,0.6229585730216798,0.36849189756414863,0.26162950883138797,0.7243840055179345,0.3844171074958063,0.419746941250406,maaemoorganic,0.30485216771470425,0.4116397241283071,0.013775152911986534,0.026658212726200944,0.23722589122076693,0.13546203973234705,0.17245046288408908,0.07284887445728479,0.25754184265819563,0.2275318050000527,0.24160850875306208,0.09839813835452652,maaemo_organic
midnighthandmade,2296.0,Jewelry,Lifestyle,Hong Kong,Sino Project,HK,,,,,,,,,,,,,,,,,,midnighthandmade,,,,,,,,,,,,,midnighthandmade
By Human Kind,2298.0,Lifestyle,Eco-Friendly,USA,Sino Project,US,,,,,,,,,,,,,,,,,,byHumankind,,,,,,,,,,,,,byhumankind
Picot,2302.0,Fragrance,Candles,,,,0.230275423891174,0.37714872830644763,0.2859553179325308,0.23996203957089335,0.5350900007308365,0.33133591359717046,0.2298495383569864,0.37517742782445435,0.2850595540614357,0.3113452172030302,0.26146722085838303,0.8045040753768408,0.3946662457065039,0.26147143048637583,0.8529483409037757,0.4002470676716174,0.5188097956776452,picotcollective,0.368753682449272,0.23878170173057525,5.243471098296044e-09,1.0486941966306531e-08,0.23536658165408883,0.007810112439925989,0.015118549696286038,4.194768057453344e-08,0.24664133708864225,0.15122248373520286,0.18748985775627744,0.052867310776292815,picotcollective
