brand,brandID,cat_1,cat_2,cat_3,cat_4,country,fb_avg_comments_num,fb_avg_comments_num_growth,fb_avg_comments_num_merged,fb_avg_likes_num,fb_avg_likes_num_growth,fb_avg_likes_num_merged,fb_avg_shares_num,fb_avg_shares_num_growth,fb_avg_shares_num_merged,fb_engagement,fb_followers,fb_followers_growth,fb_followers_merged,fb_likes,fb_likes_growth,fb_likes_merged,fb_score,fb_username,final_score,ig_avg_comments_num,ig_avg_comments_num_growth,ig_avg_comments_num_merged,ig_avg_likes_num,ig_avg_likes_num_growth,ig_avg_likes_num_merged,ig_engagement,ig_followers,ig_followers_growth,ig_followers_merged,ig_score,ig_username
CHRISTIAN LACROIX,1.0,Candle,Décor,Design,M&O Paris Sep 2018,,,,,,,,,,,,0.2615737384185997,0.1575159451089114,0.1966263367586437,0.261580270224989,0.1485925242031533,0.1895243817360659,0.19187046118990125,WeltonLondon,0.23360625206288751,,,,,,,,,,,,weltonlondon
MARC VIDAL,2.0,Game,Gifts,Stationery,M&O Paris Sep 2018,,0.23045420924227858,0.36652826396398,0.2829831193639761,0.23974970576248897,0.3931016686064248,0.2978456339045386,0.2355297126339269,0.3294158929345726,0.2746715076112611,0.28990845166149787,0.26139637192846266,0.7855421016322105,0.3922634625611924,0.261403612488697,0.5059534162937129,0.34471059965406775,0.48558195097589457,marcvidalsarl,0.39250434344225377,,,,,,,,,,,,
SmartShow,3.0,Lifestyle,Bottles Aug,Drinkware,,,,,,,,,,,,,,,,,,,,,0.22329295968029808,,,,,,,,0.24211336241574308,0.11606712745808331,0.15691196639276608,0.1654992554577246,smartshow001
PlayHao,4.0,Kids,Toy,Siblings,,,,,,,,,,,,,0.26151349791582523,0.194188761897283,0.2228779045358644,0.26151902397024807,0.19608577668411817,0.22412422622992131,0.2228295722655321,Playhao,0.24993205448330522,0.2291499052439433,0.2960097084259565,0.2583237357613397,0.22838309910723123,0.16614202851526702,0.19235292612634525,0.20547125723577078,0.2423836876974798,0.5091063019830543,0.328411727632294,0.27437027069354963,playhao
HJEM,5.0,Candles,Lifestyle,,,,0.23245890161171912,0.15832934641642463,0.18836321791443852,0.24026986088077046,0.371458043736187,0.29179696338169214,0.2323189180540796,0.5339540668413658,0.3237687705148252,0.26768547756883937,0.2614672237418147,0.18831888889456233,0.21894503042254307,0.26147251237546904,0.19230674722881172,0.22161845117611154,0.24079417923796823,myhjem,0.24617343680610596,0.2325054256916715,0.28652714439069216,0.2567049527092503,0.23250930743966244,0.24779691379289578,0.23990981696560387,0.24389914320834963,0.24244802399414395,0.25768430546949933,0.24983408188142361,0.2514376368465408,myhjem
Leatherweight,6.0,Lifestyle,Home,Tech,,,,,,,,,,,,,0.26138317784773507,0.03764712706329724,0.06581490602813518,0.2613924156370693,0.03734927818296484,0.06535959491765697,0.06834698765997056,hkgleeman,0.19621518653089193,,,,,,,,,,,,
SUD TRADING COMPANY,7.0,Décor,Design,Fashion,M&O Paris Sep 2018,,,,,,,,,,,,0.2613865544695349,0.30890903560249067,0.2831677812919587,0.26139521539762,0.3238083464942642,0.2892735382736884,0.2902187816099821,sudtradingcompany,0.2797824416646761,,,,,,,,,,,,
TOUCHABLE,8.0,Furniture,Lighting,Accessories,M&O Paris Sep 2018,,0.2279460815250488,0.338570960090063,0.27245755379460024,0.24031099932240044,0.056086640682258875,0.09094699047386581,0.22899463336150674,0.33460974004990435,0.27190645905788335,0.12396403248124972,0.261390526251132,0.610576471422417,0.3660663892268459,0.2613995224215257,0.5506301129013552,0.35450540788722207,0.20938912165490253,touchablebangkok,0.24101171381898104,,,,,,,,,,,,
KIFU PARIS,9.0,Furniture,Home,Décor,M&O Paris Sep 2018,,,,,,,,,,,,,,,,,,,,0.371716839365231,0.23018501150093157,0.5405971349721721,0.3228859368378801,0.23085014764205652,0.5209961241162064,0.3199378295562949,0.3206697977669884,0.24271902654685737,0.8946626074209566,0.38184481035365975,0.45168277497248066,kifuparis
Black Design,10.0,Lifestyle,Glamping,Outdoor,,,,,,,,,,,,,0.26285456117579514,0.6777133906303547,0.37879252754683823,0.2628030081251989,0.6431423788374719,0.37313452718811246,0.3658841937884457,BLACKDesignTW,0.3210924566170421,,,,,,,,,,,,
Embrava,11.0,Lifestyle,Bottles Aug,Health,,,,,,,,,,,,,,,,,,,,,0.23033452371606453,0.23016754311324106,0.29823588439900056,0.2598174697825261,0.2401663202129882,0.20432521955684332,0.22080076544578844,0.22941350310043612,0.24442833166303865,0.14053276502882409,0.17846057482262664,0.1837892747210765,embravasports
Mountain Mania,12.0,Sports,Clothing,Glamping,,,,,,,,,,,,,0.2614144661600221,0.14552504560118307,0.18696809235407766,0.26142444835486567,0.14474858214868294,0.18632856145793653,0.1806251510967639,mauntainmania,0.22907960771011684,,,,,,,,,,,,
Bannor Toys,13.0,Kids,Toy,Siblings,,,0.235456408019616,0.012351900290888859,0.023472450092875706,0.2445867047011113,0.071828687588922,0.111046064309517,0.248347526387819,0.47467221707469415,0.3260870039066482,0.0687893987770398,0.2630445226642876,0.32648211005633826,0.29135013087321115,0.26306252162526983,0.31121742179662487,0.285121013503304,0.0943179726024843,BannorToys,0.1212583703579631,0.3603626963792636,0.069306009374834,0.11625375587811713,0.25612215106062897,0.11600863483038618,0.15968784212906958,0.14604656441793398,0.3215611840551865,0.8329054869591246,0.4639892710931587,0.1432176832932823,bannortoys
Lil' Creatures,14.0,Lifestyle,Kids,,,,,,,,,,,,,,0.2616970262575425,0.13525780118420344,0.1783405158524466,0.26170519482592197,0.1430976227440113,0.1850253487075991,0.17072810665260146,LilCreatures,0.2632923253269528,0.23675334513773938,0.2754086561079455,0.2546222502054266,0.23584443871573044,0.7882363085131339,0.3630595541605152,0.3281245286300743,0.24534980478487745,0.286708014258277,0.26442147003885175,0.330904231993134,lilcreatures
ANOQ,15.0,Home,Candles,Décor,M&O Paris Sep 2018,,0.2350829059760601,0.504775211075757,0.32077508038222213,0.2428062048548372,0.3064369333394583,0.2709357063836009,0.2411309610912489,0.34325362876321647,0.28326919921808985,0.28216071091923867,0.2613957359705056,0.2560156400678651,0.25867771662808137,0.2614045975349382,0.180647432495926,0.2136493723782714,0.30787244367070954,ANOQ,0.28906308109155643,,,,,,,,,,,,anoq
Luett,16.0,Kids,Toy,Siblings,,,,,,,,,,,,,,,,,,,,,0.20199030626312858,,,,,,,,0.2431083842801035,0.03601289080997842,0.06273284395998904,0.09628436799414385,luett_shop
URBUN OLE ECO PARK,17.0,Wooden,Design,Glamping,,,,,,,,,,,,,,,,,,,,,0.29861277150182874,0.23020544572572177,0.3732356190256255,0.284769721708993,0.230945206834783,0.26744740068083656,0.24785959637543442,0.2561600754734555,0.24201986042660598,0.45528393795088273,0.31603945188234156,0.3255912874747933,urbanoleecopark
TEIXIDORS,18.0,Lifestyle,Scarves,Design,M&O Paris Sep 2018,,,,,,,,,,,,0.2616630149802811,0.2360485160618576,0.2481966462180987,0.2616306558178491,0.26280138715527745,0.26221471472824937,0.25226810210628575,teixidors,0.2607380711258146,,,,,,,,,,,,
Teapeople,19.0,Lifestyle,Bottles Aug,Drinkware,,,,,,,,,,,,,,,,,,,,,0.19254066869193226,0.22864847553149412,0.045479267202388984,0.07586802423139348,0.23080551770108404,0.0004953263195133024,0.000988531175407728,0.0013123417975869002,0.24343860069562068,0.3274754405133996,0.27927203483011626,0.04259495359968809,teapeopleus
Serabeena,20.0,Kids,Educational,Siblings,,,,,,,,,,,,,0.2613850743059523,0.32764550834936457,0.2907884516279016,0.26139419594265817,0.34301429964403707,0.29669320569444624,0.2978728714933087,serabeena,0.283776087523405,,,,,,,,,,,,
DÔME DECO,21.0,Furniture,Home,Design,M&O Paris Sep 2018,,,,,,,,,,,,0.26244789833860793,0.20185278990863403,0.2281962608554038,0.26244527854557054,0.1895651366374141,0.22012977319204072,0.22908784281184683,domedeco,0.3279180683279336,0.23140404213457955,0.3458223136739197,0.2772731370950307,0.23765098140469812,0.4338755759235323,0.30709420290389866,0.29905331523671574,0.2466046682885468,0.5405252752691732,0.33868882082378904,0.40321120935269295,domedeco
THOMAS EYCK,22.0,Décor,Design,Tableware,M&O Paris Sep 2018,,0.230275423891174,0.36434074776528164,0.28219454542837663,0.24615069501949574,0.13723017652264596,0.1762179901820393,0.24130627687946885,0.29615313743552996,0.2659311906251488,0.20552116722502678,0.26143287550983296,0.1919747254030203,0.22138360444896293,0.26143914128117435,0.18194398864941932,0.2145651331444298,0.19654875801245347,Thomas,0.23554288612135077,,,,,,,,,,,,
SELECT HOME ACCESSORIES,23.0,Home,Accessories,Handmade,M&O Paris Sep 2018,,,,,,,,,,,,,,,,,,,,0.30022898469525217,0.23504878130864343,0.771244559741549,0.36029274260919575,0.23768447496666237,0.7904784318362635,0.365476034586192,0.3641662800902959,0.24715242921239927,0.2515924862407024,0.24935269400986546,0.3285504502717515,selecthome
Kizingo,24.0,Kids,Feeding,Parenting,,,,,,,,,,,,,0.26147185087193725,0.1348740140998089,0.17795446461246037,0.2614769100929567,0.12660594027697625,0.170605477832792,0.17028923779317384,kizingokids,0.24468158119162972,0.2349332551574336,0.3684827511095651,0.2869292537435001,0.22993004186312035,0.5101116807389167,0.3169821282366788,0.30889377056879236,0.24486740183174988,0.25502427774859515,0.24984265530780947,0.30123035677151144,kizingokids
LOVI,25.0,Wooden,Design,Décor,M&O Paris Sep 2018,,,,,,,,,,,,,,,,,,,,0.3713775052192255,0.2501477093009828,0.47483953426354836,0.32767479106961567,0.255004084146612,0.4640988751319059,0.329152055569965,0.3287814921028533,0.24532220935553634,0.7374449138526853,0.3681678218004728,0.45112416764921665,lovi_finland
nau,26.0,Clothing,Accessories,Glamping,,,,,,,,,,,,,0.26318475134193764,0.14819494326590685,0.1896187381380127,0.2631939439845448,0.14977400244143282,0.19090881386832917,0.18369626310083642,nauclothingjapan,0.23029742204997103,,,,,,,,,,,,
onway,27.0,Design,Stool,Glamping,,,,,,0.24497837616083526,0.0886326227879716,0.13017002481267131,0.2298175482178344,0.3701132271252168,0.2835610971024776,0.16506204757115867,0.2614387346533926,0.4665633837626488,0.33510270808526366,0.26144167155069636,0.508572661555214,0.3453496409753029,0.23663147604310947,Onway,0.25330213538663066,,,,,,,,,,,,
Esbit,28.0,Lifestyle,Glamping,Cookware,,,0.24188699013531,0.4211377941473286,0.3072818871129747,0.24809027322909807,0.24081619484028563,0.24439912121366952,0.22962106760177597,0.36452779354782844,0.28175855109110776,0.26207535596427,0.26178845904947584,0.2849399693689851,0.27287403261063975,0.2617905092051223,0.28229595090394316,0.2716568271846842,0.3108753683629297,Esbit,0.29066560063352914,,,,,,,,,,,,
Uniflame,29.0,Lifestyle,Glamping,,,,0.23565921391366676,0.08771707355218468,0.12784695354199727,0.25994450432459637,0.03801968296234611,0.06633688251070205,0.23202571748399914,0.39163219845206393,0.29140571942966204,0.08853129331427262,0.2615970040561824,0.5117176507323175,0.3462078560785938,0.26160091790565115,0.5210356418126166,0.348318515068621,0.158608020775048,uniflametw,0.22077816058511235,,,,,,,,,,,,
Ujam Global Trading Limited,30.0,Lifestyle,Health,,,,,,,,,,,,,,0.2613933460100289,0.04401609545523029,0.07534485125371111,0.2614027533350329,0.02591026533716682,0.04714728716490301,0.07466204479479976,ujamstore,0.1973624952485324,,,,,,,,,,,,
DIDIER LEGROS,31.0,Tech,Décor,Art,M&O Paris Sep 2018,,,,,,,,,,,,,,,,,,,,0.22508997300364667,,,,,,,,0.24404974667159823,0.12195120674146216,0.1626343365174825,0.17029827880824724,kinetic_sculpture_didierlegros
CULTI MILANO,32.0,Home,Fragrance,Lifestyle,M&O Paris Sep 2018,,0.230275423891174,0.36434074776528164,0.28219454542837663,0.24708587918628835,0.07431050186739802,0.11425813586627354,0.23368976081549184,0.2595270618743959,0.24593166422755264,0.14764000086697812,0.26285244853241385,0.18454484168965532,0.21684558472884458,0.2628509698983289,0.18755134630594722,0.21890674851635034,0.14447644625454262,CultiMilano,0.28749345385945835,0.23049881625278806,0.5071052672380297,0.31693740972998474,0.23790792585086826,0.3327518278801141,0.27744832775209977,0.28636840557867016,0.2475470576535456,0.5771549435241686,0.346483961177678,0.38004148260649034,culti_milano
CHRITIFF,33.0,Fashion,Lifestyle,Scarves,,,,,,,,,,,,,0.26144890104090607,0.11091440684516027,0.1557535297658484,0.26145876802231216,0.10754282990796503,0.1524005097814373,0.14578292456630598,CHRITIFF,0.2163124467334445,,,,,,,,,,,,
MAS DU ROSEAU EN PROVENCE,34.0,Décor,Design,Lifestyle,M&O Paris Sep 2018,,,,,0.2419729314370802,0.06603673009000069,0.10375714244270087,0.2384596925979026,0.29174863617219227,0.26242624388363717,0.13720225970307331,0.26157569730413094,0.49862086268781847,0.3431404631700377,0.26157821089410016,0.49814166981002667,0.34302908235055896,0.21037522461053604,masduroseau,0.24144070002636955,,,,,,,,,,,,
SOKPSUL,35.0,Accessories,Bags,Pillows,M&O Paris Sep 2018,,,,,,,,,,,,,,,,,,,,0.1953360737209291,0.22864847553149412,0.35175375641489237,0.2771455922801173,0.2301794036303456,0.6436863139559084,0.33909862554314496,0.3211511218752135,0.2417969570185784,5.791852013121438e-07,1.1583676279434312e-06,0.06311002507449384,sokpsul
NODATE mug,36.0,Mugs,Design,Glamping,,,,,,,,,,,,,0.2615303937822408,0.13699797814604683,0.17980719916399654,0.26153973604132746,0.13038492720335157,0.1740173183397906,0.17239877502269538,NODATE,0.22588805386500543,,,,,,,,,,,,
FORGE DE LAGUIOLE,37.0,Design,Lifestyle,Kitchen,M&O Paris Sep 2018,,0.2378774163446147,0.28843751462011874,0.260728954160312,0.27592726275810153,0.28337953743950617,0.2796037525726988,0.2667332649132533,0.11753345292423416,0.16316834209028525,0.24162164609402112,0.2616376360059821,0.40401409406998395,0.31759939232338713,0.2616381202532206,0.4049509355030945,0.3178888121395896,0.32678412081139935,forge,0.29926355419846273,,,,,,,,,,,,
3M,38.0,Tech,Gadget,Glamping,,,,,,,,,,,,,0.5893696474731914,0.9999997507993575,0.7416394215749587,0.5887811379019815,0.9999998379533489,0.7411733290361131,0.4227123697894393,3M,0.5029788371660265,0.2626657459020769,0.46374341096026517,0.3353743762625363,0.3092618887171211,0.5036820909844518,0.38322363818481703,0.37002537215489467,0.3074244957905954,0.8121158594242989,0.44601216462471943,0.5720923646586911,3M
Willow N Oak,39.0,Kids,Toy,Siblings,,,0.2279460815250488,0.2275126413058171,0.22772915517234854,0.23834535798260129,0.3308982121801645,0.2770977380221723,0.2451497491398612,0.5035578337583947,0.32976045506422497,0.2739697443584808,0.26144130181001596,0.1987545395717164,0.2258284012748253,0.2614505571706893,0.23272556734212974,0.24625321310069173,0.25467665934903644,WillownOak,0.19368932181865633,0.23520896850698303,0.02089995444345883,0.03838879699978377,0.2336605704976031,0.49954961250187885,0.3183945072108418,0.1127664616769708,0.25081033884032916,0.9553786865445949,0.3973155899285525,0.10085090954451968,willownoak
Gautier Studio,40.0,Kids,Toy,Home,,,0.24629077824014448,0.7178644573167876,0.3667529653798174,0.236715304201563,0.04579644922469372,0.07674527008593666,0.24269185727848822,0.4741318774802248,0.32104948639666603,0.11127982981850203,0.2617429401468302,0.29198962643746895,0.27604019675979363,0.26175023843578027,0.30507118392965926,0.2817552477118334,0.12253758662517557,gautierstudiodeco,0.1389127473878538,0.22922595686380862,0.31371947390231,0.2648982476585019,0.2285348943825011,0.10373382180805166,0.1426965396116357,0.16129897511198732,0.24481940273533725,0.1560828060823556,0.190630525459212,0.15355143319995737,gautierstudio
TELL ME MORE,41.0,Décor,Home,Candles,M&O Paris Sep 2018,,,,,,,,,,,,,,,,,,,,0.28114218261225205,0.24967838121653393,0.44260446542134046,0.3192590051372906,0.2673622976060763,0.33498545744872416,0.29737798743838656,0.3025621543274382,0.25361060216200043,0.23080438321965663,0.2416706352048485,0.29283504837954166,tellmemoregbg
inhabitant,42.0,Clothing,Bags,Glamping,,,,,,,,,,,,,,,,,,,,,0.22751639189919787,,,,,,,,0.2420817380066268,0.13111868237225013,0.1701039804917097,0.1766293549700772,inhabitantjp
Made by Cora,43.0,Kids,Toy,Siblings,,,,,,,,,,,,,,,,,,,,,0.25501771108367255,0.2403323744088311,0.11272314826522341,0.15346607053888597,0.24445339502116956,0.3938845142574111,0.3016784851938584,0.24300657339394485,0.24234608760201948,0.22153340978578695,0.23147285205337315,0.2402885303217732,made_by_cora
Things Remembered,44.0,Lifestyle,Bottles Aug,Gifts,,,,,,,,,,,,,,,,,,,,,0.23122186120522098,0.23226408564278322,0.09542780610413097,0.13527617062182928,0.23294556060297264,0.3008644531610263,0.26258420374289626,0.2125715727343094,0.2499133186686397,0.17287835737087326,0.20437774187635727,0.1860043280945357,thingsremembered
MUSE DESIGN,45.0,Décor,Accessories,Furniture,M&O Paris Sep 2018,,,,,,,,,,,,0.2618828945723306,0.07560804468284098,0.11733917146454527,0.26189821377895983,0.06852044492052489,0.10862208691638306,0.10791215844480577,MUSEDESIGNCOMPANYLIMITED,0.20490793306840283,,,,,,,,,,,,
Two Stone Studio,46.0,Lifestyle,Bottles Aug,Glassware,,,0.23262139747369506,0.2284870232159496,0.23053567560360294,0.2707229034721178,0.4690034956865497,0.34328905453488134,0.2298495383569864,0.37517742782445435,0.2850595540614357,0.3014817206088093,0.261465840763457,0.3946879660841186,0.314552532697187,0.26147074053825864,0.4289518520285907,0.3248977064559589,0.39863865371142515,TwoToneStudiosGlass,0.302879387065602,0.24333422323963538,0.043220085313607715,0.07340267149522488,0.2556349185408299,0.205547108835047,0.22787105873284436,0.1493160066350965,0.2441682556149007,0.6645593891146785,0.35712417847906885,0.15671333697427287,twotonestudiosglass
MORA DESIGN,47.0,Décor,Design,Creative,M&O Paris Sep 2018,,,,,,,,,,,,0.2613803675993605,0.15703793616066095,0.19619903389436924,0.2613902360638601,0.16392532533266488,0.2014902974387169,0.191370037920418,Mora,0.2334009206731793,,,,,,,,,,,,
FOKOBU,48.0,Décor,Design,Innovation,M&O Paris Sep 2018,,,,,,,,,,,,,,,,,,,,0.3585885438608123,0.2305799162762353,0.3333092513180521,0.27258696807705696,0.23210757130098852,0.5458617362827334,0.3257162991898395,0.3105825570769977,0.24207166347573836,0.9970718849387044,0.3895639857074512,0.429932552207811,fokobu
LEO ATLANTE,49.0,Accessories,Scarves,Lifestyle,M&O Paris Sep 2018,,,,,,,,,,,,0.2614491679719773,0.20098830742909726,0.22726629455736952,0.2614544952715931,0.2058177355317232,0.23032386097019916,0.22799537977331819,L,0.24931043031378855,,,,,,,,,,,,
Silviakceramics,50.0,Lifestyle,Bottles Aug,Design,,,,,,,,,,,,,,,,,,,,,0.2647588865597458,0.23729013272161725,0.21216064105264718,0.22402287240903054,0.24167625159684059,0.18024865256528005,0.20649086260440275,0.21061147129493873,0.24370452759478822,0.648668571296738,0.3542990435947102,0.26050920885104895,silviakceramics
LES JOUETS LIBRES,51.0,Toy,Game,Creative,M&O Paris Sep 2018,,,,,,,,,,,,0.2616731386036699,0.1208090185506171,0.16530169820715063,0.2616609626325823,0.12088493102464815,0.1653703147472533,0.156131276140969,LesJouetsLibres,0.23437621930023828,0.24198455065299881,0.5245781253043134,0.3311922323262859,0.23116521212579413,0.4006806736782268,0.29318362279963417,0.30184374517620755,0.24294422453372824,0.2417928374411072,0.24236716355304858,0.29238236772681636,lesjouetslibres
ANONYM CRAFTSMAN DESIGN,52.0,Bags,Fashion,Glamping,,,,,,0.23791504797270155,0.34443410731916446,0.28143273299745175,,,,0.27629950626329386,0.26148342461130347,0.16629429260156006,0.2032981119544041,0.2614930029704922,0.16502441838018825,0.202349205755956,0.21889319151786646,AnonymCraftsmanDesign,0.2733482062529604,0.2287885713254138,0.3503494951679381,0.2768112306945814,0.22974907484322618,0.3657679055737264,0.2822248254082393,0.280851672011331,0.24248659422474364,0.3520892160568959,0.2871859681760519,0.31862870936333504,anonymcraftsmandesign
VV Rap,53.0,Kids,Design,Fashion,,,,,,,,,,,,,0.26144681761963934,0.10402755620101534,0.1488349140826495,0.2614570261011894,0.11107061313961185,0.15590892669280346,0.13849346373180232,vvrapworkshop,0.21390409956911216,,,,,,,,,,,,
CARAPAU PORTUGUESE PRODUCTS,54.0,Toy,Kids,Cushions,M&O Paris Sep 2018,,,,,,,,,,,,0.2615081976847191,0.23165368417998075,0.24567729041780234,0.2615151222025876,0.24994268455049007,0.2555979822023545,0.2493905593717451,carapauportugueseproducts,0.25512943382045,0.23195598303101947,0.06977287815835394,0.10727668860266475,0.2365180268586961,0.31014395929332267,0.26837292203376867,0.19512038386442493,0.24261360673228874,0.5253694703637958,0.33193903843286293,0.2607420274894994,carapaupp
PINETTI,55.0,Design,Home,Accessories,M&O Paris Sep 2018,,,,,0.24841237901673285,0.177302938672874,0.20691876929126427,0.2457146092874859,0.37706362240193075,0.29753782627784486,0.23172133321630917,0.26156856122782224,0.2148008168937368,0.23588896854372707,0.2615718079129735,0.2152659573864393,0.23617049551573085,0.23517101365872878,Pinettihandmadeinitaly,0.25262115290864623,,,,,,,,,,,,
極SONS (COCOPAN),56.0,Family,Home,Glamping,,,,,,,,,,,,,0.26140989322179176,0.20080981566362258,0.22713731786598743,0.2614203901873974,0.20498352214123175,0.229787404966665,0.2278437973543013,cocokara,0.24924113236115458,,,,,,,,,,,,
Tara Poky Works,57.0,Lifestyle,Glamping,Outdoor,,,0.27535714613900464,0.7461863855239328,0.402269207796118,0.3245538300915275,0.920843094202035,0.4799484362082081,0.2298495383569864,0.37496000927603973,0.2849967741802987,0.4083172400424919,0.261585485262647,0.2853581118215164,0.272955165952798,0.261587923836416,0.29238334587517145,0.2761296716764769,0.4157789470633283,tarapokyworks,0.35014398534717345,,,,,,,,,,,,
OPOSSUM DESIGN,58.0,Furniture,Design,Accessories,M&O Paris Sep 2018,,,,,,,,,,,,0.26137687565049117,0.19364406796747327,0.22246923876139252,0.2613862857458698,0.20325980994565154,0.22868728374456349,0.22234775357144196,opossumdesign,0.23431326493554397,,,,,,,,0.24182048752770988,0.25791662462091763,0.24960933415240225,0.24569674139321054,opossumdesign
Witti Design,59.0,Lifestyle,Tech,Gadget,Sino Project,,,,,,,,0.23171815510249738,0.21662842386955464,0.22391935648044303,0.25854463090711943,0.26197711633168014,0.0982775552325109,0.14293483222938894,0.2619883682040732,0.09566286010204436,0.14015082086852404,0.1324285156724154,wittidesign,0.14337493291971404,0.22864847553149412,0.36635260513930573,0.2815657564105818,0.2292443931735514,0.2916872901508945,0.2567233975877524,0.26251375085895723,0.24266213733668812,0.10074350166522879,0.14237758883586737,0.15354292890350185,wittidesign
PÔDEVACHE,60.0,Home,Décor,Design,M&O Paris Sep 2018,,0.2414502963811818,0.3805740115728343,0.295453752254419,0.2595328169925975,0.34894062256591185,0.29766802246418733,0.2669066610312259,0.5308419636429336,0.35521278675739787,0.3071596456863667,0.2615062729037821,0.8156712825363127,0.39604084940958717,0.26150824794454625,0.8169325403965639,0.39619161225645366,0.5114249732484107,podevache,0.43308065629232195,0.2510101730882818,0.4701332591375872,0.32728088609624195,0.2380233429765745,0.2238295602862262,0.23070834813390412,0.24908290771150268,0.24390792628483204,0.5516427891920124,0.33825637044687124,0.3369899203938286,podevache
Didymos,61.0,Kids,Design,Siblings,,,0.40584022059737956,1.3862083565928095e-31,2.772416713185619e-31,0.280815601415039,8.96683625350206e-06,1.7933099877957466e-05,0.27811742717062454,0.008491059472523745,0.016479006899689924,1.3862083565928093e-30,0.2674501464294363,0.3898801142235661,0.317263634068607,0.26754114568659093,0.33516981738525353,0.2975612604946996,0.061268343813559986,Didymos,0.054881828121596476,0.26858063440938396,0.0004890893932543474,0.0009764007459977575,0.24479049418532584,0.3504872689504724,0.2882551880322097,0.0038663141299738082,0.25847129803683544,0.3917044721416599,0.31143690061994544,0.047646827410440684,didymos_babywearing
LACORNE DECORATION,62.0,Décor,Art,Paintings,M&O Paris Sep 2018,,,,,,,,,,,,0.2613818780539054,0.48576888504415805,0.3398810246716666,0.26139093557328624,0.2949296285003028,0.2771493146234958,0.3405608057908281,Lacorne,0.30684780475784035,,,,,,,,,,,,
PAMPLEMOUSSE PELUCHES,63.0,Kids,Toy,Handmade,M&O Paris Sep 2018,,,,,,,,,,,,0.261426525871425,0.8131157933350812,0.39564758536406425,0.261433599405301,0.818713820979951,0.39631497897817547,0.3746702891409903,pamplemoussepeluches,0.3092680571669266,0.22867088281087533,0.35054144841648704,0.276784930670738,0.23118426595635658,0.19630296864181912,0.2123205281353976,0.22544744859448992,0.24273334976436628,0.21755420372183942,0.2294550883453512,0.22564493524698817,pamplemousse_peluches
WILDTHINGS,64.0,Lifestyle,Accessories,Glamping,,,,,,0.24099592446872448,0.4197730001493835,0.3061995758849534,,,,0.29012257069593844,0.26140472681976024,0.9867575180498929,0.413316586851438,0.26141164219101926,0.9900832130538852,0.4136162087210957,0.5027900567587305,WILDTHINGSJAPAN,0.4751801501021806,0.22989189142693003,0.35030360170221647,0.27760283739764513,0.24391620872263076,0.5449021179897687,0.33698623433087327,0.31987948344677986,0.24622959092217642,0.7905889165767501,0.3755071579227214,0.4458637784422664,wildthings_jp
MONORAL,65.0,Lifestyle,Accessories,Glamping,,,0.2356841866610741,0.21245558069337642,0.22346787491287495,0.24479340931950921,0.08864006446661371,0.13015192108157508,0.2355748215035211,0.5833944175104138,0.3356244147500342,0.1639106539191361,0.26142756681694257,0.39041277629392246,0.3131584696757816,0.2614329661563956,0.40165434641297704,0.3167175277278956,0.20912851217771988,monoraloutdoor,0.240898549948085,,,,,,,,,,,,
COTTYBAG,66.0,Sports,Bags,Glamping,,,,,,,,,,,,,0.26138031038286574,0.15719077047387595,0.1963182563481762,0.2613899499883341,0.16408950771754346,0.2016141904813119,0.19150963877265573,COTTYBAG,0.23345816527950605,,,,,,,,,,,,
ZARAMELLA ARGENTI,67.0,Décor,Tableware,Luxury,M&O Paris Sep 2018,,0.23311982053836294,0.5465298773359818,0.3268312609388111,0.23844271405291914,0.3558719987343412,0.28555606451569665,0.2357951317081299,0.2363035290063365,0.23604905661380376,0.28086876640470504,0.2614201078850404,0.21786727049650095,0.2376648663277549,0.2614281322831797,0.17278363686959647,0.20805748109522398,0.2724847183095651,ZaramellaArgenti,0.27071886694572683,,,,,,,,,,,,zaramellaargenti
Oh!eaf,68.0,Lifestyle,Bottles Aug,Teaware,,,,,,0.23777617224705996,0.3470827193919544,0.2822150835010545,0.2298495383569864,0.37517742782445435,0.2850595540614357,0.28000991006729903,0.2614013676663229,0.4555704241031252,0.3321936324300402,0.26140954009257306,0.47064551021112316,0.33612561328518686,0.40220180641814085,ohleafsg,0.31395136738090995,0.2304802779517052,0.2136859516903973,0.22176561049975407,0.23229644111862152,0.15467896087831468,0.18570364908229212,0.19357301928959333,0.2433609363846601,0.20110699605024096,0.22022550245269273,0.18805485655699125,ohleafsg
DAKINE,69.0,Bags,Travel,Glamping,,,,,,,,,,,,,0.26160983448647396,0.21324363524245873,0.2349635652990769,0.2616286959304919,0.2113015992526548,0.23378735692578453,0.23700642421908544,DakineJapan,0.2534773493328648,,,,,,,,,,,,
NAUTIC,70.0,Décor,Lighting,Design,M&O Paris Sep 2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nauticbytekna
MAKKAMON,71.0,Travel,Bags,Glamping,,,,,,,,,,,,,0.2613840642524877,0.25346643784382794,0.2573643704549644,0.26139404711912817,0.2675633867140859,0.2644427397768568,0.26260239665115553,makkamoniketei,0.26579080764338336,,,,,,,,,,,,
Soulsmania,72.0,Fashion,Clothing,Glamping,,,,,,,,,,,,,0.2614759532978073,0.13877871803183067,0.1813210447951793,0.2614866754789266,0.14690024984390007,0.18811796155491703,0.174128518620164,soulsmania,0.22655046802574264,,,,,,,,,,,,
