,brandID,brand,final_score,fb_score,fb_followers_merged,fb_engagement,ig_score,ig_followers_merged,ig_engagement,fb_followers,fb_followers_growth,fb_followers_merged,fb_avg_comments_num,fb_avg_comments_num_growth,fb_avg_comments_num_merged,fb_avg_likes_num,fb_avg_likes_num_growth,fb_avg_likes_num_merged,fb_avg_shares_num,fb_avg_shares_num_growth,fb_avg_shares_num_merged,ig_followers,ig_followers_growth,ig_followers_merged,ig_avg_comments_num,ig_avg_comments_num_growth,ig_avg_comments_num_merged,ig_avg_likes_num,ig_avg_likes_num_growth,ig_avg_likes_num_merged
2249,2327.0,La Corallina,0.5863687005475697,0.5996134449001479,0.4153897987730275,0.35541671213419296,0.5728177918489161,0.40504536220360493,0.4049474848224036,0.2621509704399749,0.9998411265505148,0.4153897987730275,0.24711966673574845,0.36395202514969466,0.29436710735294275,0.2783391883388276,0.7166851988677404,0.4009581656733516,0.24831775919003685,0.4254419730423073,0.3135978372029586,0.2546822026610435,0.9888687811916675,0.40504536220360493,0.29268907674743194,0.5248850163846214,0.37581452772222745,0.2787787260868001,0.8168486089134491,0.4156888155745299
2116,2137.0,Westlab,0.5828912111480448,0.5912365009002591,0.3964192900071176,0.3693444286484911,0.5744246931239002,0.3793326376411992,0.4422236441662724,0.26186749911782226,0.8153693642413133,0.3964192900071176,0.3394355098285709,0.9947335402438746,0.5061545781742194,0.2503109716341823,0.4718985194091962,0.32711111767694323,0.2787366918623847,0.8377800799981135,0.4183010123847115,0.24749661226328054,0.8117159463330832,0.3793326376411992,0.7603945160242195,0.9999811287124148,0.8638839882545502,0.2472206883684132,0.8240939424584849,0.3803421812275149
1393,1398.0,BB&CO,0.578914726926947,0.6825929019747652,0.40929516145757294,0.44217607545198495,0.4520524884119895,0.3891747033154844,0.3219880366506788,0.2615489862373255,0.9406686319462344,0.40929516145757294,0.6062992522917249,0.9999997319546932,0.754901915175519,0.25302501712492864,0.6543131589615011,0.3649303040799852,0.3967610665115925,0.99584705699069,0.5674436817449876,0.24261220277851725,0.983017436114456,0.3891747033154844,0.24201227117571605,0.4613902224398965,0.31749132721149553,0.2304836019085829,0.5424809061948389,0.3235153798541273
2673,3048.0,Frama,0.5778612417410878,,,,0.7716979598810603,0.5110735734846877,0.4912532083395886,,,,,,,,,,,,,0.3479290950331131,0.9622952884684672,0.5110735734846877,0.2478082984277433,0.35512954722590506,0.29191748188923433,0.4720776870327013,0.974423504167536,0.6360224199414882
2758,3193.0,L'alchimiste,0.5715677268806056,0.5614040959326894,0.4145150748105504,0.3280555357144073,0.5815537583860367,0.40074488650079854,0.4196976726875059,0.2614437283763893,0.9999998586767241,0.4145150748105504,,,,0.2450077289020827,0.5603831164295972,0.34094798933291626,0.2353509838898145,0.8339484531299509,0.3671012667967857,0.25058633276689,0.9999344051045824,0.40074488650079854,0.4788706532243832,0.983287372214242,0.6440719238924508,0.2576578002184924,0.6956124206398916,0.3760318159217126
2296,2416.0,& Tradition,0.5688155606074135,0.3145930297129088,0.3084477926259412,,0.7403603917243987,0.5199833186471873,0.4462969992188344,0.26303722185510003,0.3728093505801968,0.3084477926259412,,,,,,,,,,0.3545226323639649,0.975055312471092,0.5199833186471873,0.2485001076690537,0.43672089514634,0.31675967029407864,0.3666831942425666,0.8746614587073608,0.5167358747588934
2735,3156.0,Tesori D'Oriente,0.5675087712239422,0.8011403677184279,0.4195243579287259,0.7812629679847879,0.04802626410829111,0.2190898571221439,0.011871192667518463,0.2663391862167676,0.9874663004917056,0.4195243579287259,0.3886153273577053,0.5411170082556649,0.4523589322369122,0.9949005865658938,0.9999999999993558,0.997443775660258,0.7344851985178281,0.9983574847546796,0.8463304862700969,0.2540318405864172,0.19259806607532207,0.2190898571221439,0.2391263287023941,0.0589325885420454,0.09456072423044404,0.2470686996528633,0.004683054955837146,0.009191882695236587
630,635.0,Cardhoda,0.5629073388572042,0.7492662118033119,0.4118604164625268,0.5540997278194894,,,,0.2614109537320863,0.9702899925016912,0.4118604164625268,0.6949228801427776,0.9999999999999922,0.8200053091315119,0.29134329272656817,0.9992400934828194,0.4511477556126792,0.7640167238890322,1.0,0.8662239008762297,,,,,,,,,
2671,3045.0,PUPA Milano,0.5560360467001664,0.038692982033549,0.007624559440292574,0.4277557929150243,0.7854011864017336,0.5094809038616528,0.5162883287832006,0.3322358676561795,0.003856531951710937,0.007624559440292574,0.2607513617115952,0.6377559565616756,0.3701599992145214,0.31403039917869346,0.7644738550438428,0.44518698729501255,0.2859781590355103,0.999497784613168,0.4447139408808161,0.4267361034811219,0.6320331175593266,0.5094809038616528,0.3170175689147892,0.7532616584761264,0.4462334194954977,0.3825207494283589,0.9462091023173628,0.5447978977199008
1972,1993.0,NIID,0.5543927982039497,0.7364599522528685,0.4146124264916008,0.5142677164306181,,,,0.2615215554856779,0.99999448698509,0.4146124264916008,0.2396952429002005,0.92951255068621,0.38111230157319337,0.4263052989086729,1.0,0.5977756644876202,0.31724710138328915,0.9920628421036296,0.480755626447419,,,,,,,,,
2162,2183.0,Rocketbook,0.5534864705435221,0.5864395669555104,0.4168962275465751,0.3444003188330881,0.5184430349213727,0.400736780034931,0.3644519477881395,0.263343267019214,0.9999681946260678,0.4168962275465751,0.2710073114373383,0.4427974940944223,0.3362301779302904,0.2499303506664521,0.6589810620487005,0.3624101658672835,0.24090093986403044,0.4200337801290974,0.30619221338165803,0.25118566850898905,0.990404631822266,0.400736780034931,0.2567366426395385,0.4969594287268718,0.3385653716572796,0.2474238509677864,0.7655900414461791,0.37398349170870543
2690,3079.0,JUNO & Co.,0.5525394992293148,0.7775567781184536,0.4033593925781794,0.993244023689952,0.0774935688893859,0.357778625523336,0.06601941668357222,0.2638374491946849,0.8560582411028951,0.4033593925781794,0.9948646217790772,1.0,0.9974257008897459,0.9796718308578672,1.0,0.9897315459940024,0.9993928900141588,1.0,0.9996963528334658,0.303537826321758,0.4356223078560282,0.357778625523336,0.4105326887714368,0.2256910723325591,0.2912609318319671,0.2824068001564641,0.028933286626216,0.0524889485228603
2806,3341.0,LOVOT,0.5518000793664255,0.5747979607517201,0.41417623561328215,0.3377705148849758,0.5278010605268343,0.3887055138929703,0.3745755673838175,0.2614830964148512,0.995497078229034,0.41417623561328215,0.23726642274856835,0.3761583858973019,0.2909884091768195,0.2926358639315622,0.5875988324849916,0.39069691910451504,0.2513519674416172,0.2943673113997104,0.2711643357292112,0.2442401816404396,0.9515174004298168,0.3887055138929703,0.2405090206734344,0.4257190437743026,0.3073700306667898,0.2726709912189617,0.7795406008826489,0.40402160541407617
2642,3000.0,Saturday Skin,0.5516714590818571,0.30674294577383737,0.2444271399258041,0.31928421247759553,0.7173503765587629,0.4860199588913665,0.4548125537420797,0.2629706234762527,0.2283265945699457,0.2444271399258041,0.2322418125212297,0.5981519596700359,0.3345783649372022,0.2386795945897491,0.5259103921181326,0.3283435079283858,0.2298495383569864,0.36789492934470747,0.2829318688599132,0.3243161346065674,0.9693246107714284,0.4860199588913665,0.3785389843031279,0.8838099977752605,0.5300539607105601,0.29466578666650073,0.8252102009754337,0.4342645359289459
1953,1974.0,Victoria Eggs,0.551556861110328,0.6240044988603269,0.3988957816927465,0.3965362106903697,0.4680259901734384,0.3607181401272904,0.3469840402188081,0.2620456657295742,0.8349251300500027,0.3988957816927465,0.24432677655666835,0.99999976191618,0.3927051474547448,0.2483195826004909,0.9997523176484252,0.397826564595866,0.2473081778040989,0.9999886897313744,0.3965461424926433,0.2442682885185429,0.6893528418648085,0.3607181401272904,0.2390796232050584,0.9996862138784092,0.38587535461915945,0.2332331083556649,0.5987872397736006,0.3357057540482366
1681,1686.0,Normann,0.5494965986266759,0.32476198171451137,0.25735909400184964,0.30666212714312496,0.7059905658275015,0.646086403613427,0.3832046060354112,0.26642482792276884,0.24889002321867915,0.25735909400184964,0.23189631348542825,0.2816272698416923,0.2543537542331418,0.2684918114395332,0.5149741601971862,0.3529606903719024,0.2397794057138255,0.27959876743139384,0.2581626635829866,0.479838456101915,0.9886048650255388,0.646086403613427,0.2425085996748149,0.2779206088516045,0.25900981946885915,0.3606328887691189,0.6203278998358226,0.45610516771015897
2721,3134.0,marimekko,0.5430164119963473,0.7672171292913857,0.4142974639516635,0.5989041125309018,0.03333952484152547,0.646555389656564,0.0075006819294003045,0.2809450003641191,0.7886225394780761,0.4142974639516635,0.2567083247790181,0.5458535574342768,0.3491946363492504,0.7207250445865658,0.9999999999998748,0.8376992557340208,0.3562500020355064,0.9997937449977248,0.5253171580485855,0.4789866487816232,0.9944559753323317,0.646555389656564,0.2640635864266421,0.0009671682507924576,0.001927277589297702,0.8100637336515862,0.11936475724886708,0.20806993086634104
2079,2100.0,Hyperice,0.5426767956986664,0.6058187727401229,0.4184394643405524,0.3578773206705375,0.4711473482629352,0.4389939248035541,0.3170346066613333,0.2650260396310153,0.9935915768797166,0.4184394643405524,0.2480033524429717,0.4759375373331238,0.32608768610534744,0.25676545559672703,0.9320539812713609,0.4026166762083976,0.2438225020458051,0.35646048157984206,0.2895737139650491,0.3352805566538882,0.6356087338043875,0.4389939248035541,0.2429810903598,0.12751763459575435,0.16725765465398504,0.298951225494275,0.9255953136176772,0.4519352176168534
597,602.0,Maileg,0.5425196019379664,0.5063428733966486,0.35300870715908256,0.34109052878147306,0.5764303353695782,0.3954313920718033,0.4222381741026577,0.2637846730778345,0.5334437760244942,0.35300870715908256,0.2325622037698446,0.21281779312371998,0.2222523477277538,0.3253314967261071,0.849201341731717,0.4704371550652365,0.2641138012043892,0.2646476856289113,0.2643804738881522,0.3033271880269124,0.5678600403870677,0.3954313920718033,0.2625602294235539,0.3933420802632801,0.3149127097453728,0.3839516453510604,0.6273260173736658,0.4763535583158841
2821,3393.0,Sunnies Face,0.5393249989504637,0.09887662816440404,0.42178274385787945,1.7211332635518498e-08,0.7562845505421049,0.608636840567365,0.4178430830246849,0.2675476826661444,0.995890786387191,0.42178274385787945,0.6810262662568239,9.439997342936156e-07,1.8879968515537707e-06,0.8736964793226351,2.3140452644271202e-08,4.62809040627608e-08,0.9999238938291408,2.2206918834434758e-09,4.441383757023257e-09,0.4386566340781993,0.9936956146657032,0.608636840567365,0.4569984885645829,0.09303039607977992,0.15459097362318733,0.9357694744861524,0.9991142476256342,0.9664049614638824
1543,1548.0,Barbour,0.5375145243529452,0.599415876707491,0.4641402330477735,0.3294325923621722,0.4674872560099751,0.4046512079624153,0.32906097932801115,0.3022022300356692,0.999999903416196,0.4641402330477735,0.2322821629701071,0.5741450703592262,0.33075187267938305,0.26913764662692263,0.4336284524760993,0.33213252989536496,0.23538547021362266,0.5012616171723867,0.3203425452392661,0.2631924805945006,0.8748695606300432,0.4046512079624153,0.2302806885342105,0.4049970450527691,0.293613307875533,0.27906682818535056,0.444456971354398,0.3428586518913121
2310,2439.0,excel,0.5368908112435371,0.2997254772651286,0.29267221934249843,,0.6976160295418085,0.4640294782659714,0.4599326114850572,0.26145992576439714,0.33234676950196024,0.29267221934249843,,,,,,,,,,0.3077484794761139,0.9428054505260186,0.4640294782659714,0.2421355506223335,0.2750732810988154,0.2575556189120275,0.4537547643244376,0.9943525262068956,0.6231474686090002
2668,3041.0,Muuto,0.5360933706591448,0.3222265353114219,0.317088750690595,,0.6862669043969434,0.830975353103646,0.3635804614278637,0.2688351061849892,0.3864539989578781,0.317088750690595,,,,,,,,,,0.7108392441754096,0.99997758041596,0.830975353103646,0.2597266573942252,0.34399729793194084,0.2959805306921737,0.5939919182253686,0.29424435597513743,0.3935411658119389
